rmean,gmean,bmean,rstd,gstd,bstd,rskew,gskew,bskew,rkur,gkur,bkur,Class
103.8872134,81.46628863,121.9674103,62.57734788,49.58562702,73.11867733,-1.03990868,-0.988580856,-1.038509632,-0.907249187,-0.924435794,-0.904632553,1
120.9421488,87.7408691,135.847374,69.0181405,53.15149805,77.11532117,-1.136584883,-0.700127641,-1.139660789,-0.621016507,-0.646326387,-0.619437233,1
117.5707731,77.22834646,130.7729555,67.27233611,47.69932644,74.45264362,-1.122271918,-0.635929723,-1.126366337,-0.65494759,-0.738716344,-0.654332974,1
124.6332763,90.93392674,140.9744608,67.74552735,51.88955909,76.27096665,-1.252424983,-0.915945021,-1.254704656,-0.351148752,-0.492682565,-0.350977114,1
122.8042081,93.24878729,136.8186393,67.12636134,53.13788998,74.46663145,-1.241903376,-0.989005842,-1.242811949,-0.387775926,-0.546793621,-0.390772067,1
124.395175,93.99453087,138.8808337,69.47542837,54.69831495,77.13171599,-1.192130776,-0.896208308,-1.201631758,-0.504452565,-0.583690067,-0.496424844,1
116.2635165,103.1787912,133.0730769,78.78594738,71.83230785,89.69251773,-0.760054644,-0.629415332,-0.749842857,-1.364601448,-1.40606205,-1.368939754,1
113.4193,73.70266164,129.1847351,71.79605563,50.11212399,81.3013954,-0.903604854,-0.429499287,-0.914654123,-1.116363138,-0.96030802,-1.111555326,1
117.9484715,83.60911017,130.9527845,70.06578213,52.87234978,77.26825782,-1.043052127,-0.604516788,-1.049611655,-0.824331413,-0.783863468,-0.820650467,1
129.1991364,97.40709931,145.8227076,65.39809003,51.61874403,73.413538,-1.422775428,-1.11977259,-1.42592678,0.107760454,-0.161732145,0.108203337,1
128.8838225,94.10138249,146.4047417,64.49802222,51.80289849,72.904008,-1.417776783,-0.75627677,-1.412520915,0.176271313,-0.293446614,0.173679272,1
97.54592577,71.55318267,119.9455733,59.89144679,45.84441028,73.03402593,-0.96580624,-0.703209604,-0.974539044,-0.990262952,-0.964249979,-0.987121297,1
123.4856961,93.56306421,133.3190718,73.6470325,58.13024919,79.20638928,-1.049021483,-0.802507357,-1.047458474,-0.85181988,-0.942118908,-0.851608625,1
128.7196484,93.57214728,140.4981203,69.10725713,52.20279486,75.13245341,-1.291006254,-1.022278801,-1.294650397,-0.278616336,-0.423208959,-0.273179875,1
123.9405379,78.75381706,136.9887239,66.7098062,46.46985903,73.41677925,-1.26309429,-0.609801988,-1.268126259,-0.300174003,-0.408527786,-0.294765977,1
116.5961163,87.5264934,130.2135457,71.4166439,55.86725987,79.33675123,-0.980261706,-0.693654352,-0.991471998,-0.963864983,-0.94347182,-0.960595984,1
121.7641045,92.32974523,137.1281982,69.52681924,55.00061412,77.86842317,-1.145073322,-0.853499463,-1.154544935,-0.62227799,-0.69102715,-0.618455191,1
126.5666396,95.31067624,143.8224294,68.36737638,53.5410225,77.16791962,-1.269277139,-1.00328544,-1.278096675,-0.316284271,-0.479304945,-0.306324738,1
120.3613998,88.17895843,129.496904,68.16945389,52.02701457,73.09378001,-1.158296301,-0.857913819,-1.160795075,-0.586897978,-0.625103876,-0.58446146,1
108.582982,80.20724405,121.4870552,74.40576409,56.40367406,82.89896683,-0.752070687,-0.588851204,-0.756467294,-1.405449088,-1.353347122,-1.403985569,1
116.7221703,84.60740208,131.542005,70.26011725,53.48117177,78.72573924,-1.021209034,-0.725294994,-1.026795309,-0.895393585,-0.963171504,-0.892888589,1
129.3761427,98.58421105,141.0844595,68.95176176,54.21091398,74.85403006,-1.309244476,-1.08657738,-1.311685367,-0.229113975,-0.348812801,-0.227195787,1
104.7562332,78.72515162,127.954936,58.09470129,44.9816189,70.44968603,-1.208038719,-1.019202615,-1.209818262,-0.481737459,-0.555678767,-0.47770587,1
121.1176022,87.26784354,133.6569723,70.85053339,53.70718799,77.82435422,-1.087368767,-0.733437845,-1.092233866,-0.754296706,-0.774412845,-0.750851489,1
119.5383995,86.88815136,132.767866,67.91237888,52.08638995,75.05648549,-1.147781168,-0.763178083,-1.150267048,-0.597741281,-0.624817861,-0.596909988,1
123.443899,90.28380084,138.4000701,67.83843324,52.63921265,75.8078949,-1.220756098,-0.846683883,-1.213284786,-0.41622859,-0.58608349,-0.43185441,1
114.07866,80.94082054,130.7995868,71.12437669,53.58233889,81.04956236,-0.931503847,-0.509877892,-0.945935499,-1.042398461,-0.905618313,-1.037911968,1
102.2324036,59.65529122,117.8566038,71.063402,46.70991373,81.3763058,-0.680405239,0.123137233,-0.695808862,-1.432700123,-0.520552671,-1.433193033,1
104.1163504,78.15027902,115.1638393,80.09886344,62.03987876,88.1578355,-0.507922175,-0.313230121,-0.514427059,-1.710746281,-1.562467561,-1.713692234,1
122.1083902,83.78387605,135.8624606,69.95396429,51.55333253,77.44686138,-1.127773829,-0.624543463,-1.133847861,-0.643893324,-0.673897014,-0.644920897,1
122.6650492,86.19662384,140.4382176,66.70877285,52.18308453,76.01880116,-1.216830469,-0.474989438,-1.21262432,-0.341473069,-0.43735294,-0.344968885,1
121.5254292,84.12591051,138.3610822,70.06931776,54.40522351,79.44492791,-1.08430208,-0.359742648,-1.082697802,-0.680230738,-0.673612121,-0.688432326,1
128.1211387,93.98346457,147.3653543,65.1134572,50.47417465,74.45507191,-1.413255716,-1.046191914,-1.419682061,0.087384117,-0.1987027,0.090152002,1
107.0081572,86.7961413,131.6679671,59.53127315,48.79119301,72.57234309,-1.213945666,-1.162162006,-1.220330492,-0.501612626,-0.532751321,-0.489385158,1
130.4191885,94.56390977,145.8268813,67.21839826,51.77545907,74.77470613,-1.383708716,-1.001053619,-1.389303581,-0.014036278,-0.348436573,-0.006818868,1
107.154027,107.1289757,131.063697,77.37549408,77.7364701,94.13674108,-0.653192784,-0.633186518,-0.649240645,-1.560106769,-1.576029268,-1.557236793,1
80.65045455,71.72818182,93.24272727,74.02078393,66.22340788,84.72044506,-0.148456796,-0.145081925,-0.141202086,-1.972859443,-1.969536249,-1.961105927,1
82.87546276,82.16074042,100.5014206,82.40158291,81.68650525,99.26319421,-0.005096463,-0.002535778,-0.000426766,-1.994901572,-1.991573033,-1.987341881,1
116.3989122,111.0709865,147.3051857,67.80703283,65.49681826,85.30365165,-1.12216251,-1.059629257,-1.114784411,-0.721876933,-0.806895635,-0.725942087,1
90.60241627,90.3873017,111.836626,79.77436286,79.96216748,98.00963071,-0.246780946,-0.229845286,-0.243936327,-1.927000165,-1.928597854,-1.923470522,1
112.0593742,112.8448904,140.5456358,74.01499508,75.20418937,92.30521013,-0.842128404,-0.804432831,-0.837496135,-1.275046079,-1.316625926,-1.27527237,1
118.2310924,116.904854,147.0583812,73.96806588,73.82756053,91.34745235,-0.960003247,-0.922125079,-0.957262293,-1.060536445,-1.116735628,-1.059887412,1
101.7697003,97.35765816,127.6204911,75.26049167,72.84820126,93.75237056,-0.600156168,-0.546327199,-0.591751639,-1.622944038,-1.638939792,-1.619496214,1
91.98040816,91.86746356,118.1512828,78.10672351,78.33821037,99.98273612,-0.321585774,-0.30143531,-0.312814116,-1.887651553,-1.88254485,-1.881406361,1
117.6919034,88.36911018,136.7103411,53.75178686,41.17029052,62.08823819,-1.699824156,-1.578551972,-1.699721849,0.916266098,0.745380263,0.922295472,1
89.24215957,85.7788024,112.2399659,76.21247258,73.74848191,95.26482501,-0.307405149,-0.276207098,-0.304453971,-1.89267806,-1.885261034,-1.889833341,1
107.762532,103.8146419,133.5876598,75.94753542,74.03517501,93.59833711,-0.703466587,-0.663030246,-0.699510417,-1.490221254,-1.528964739,-1.48980257,1
108.9284101,110.6424806,140.9796687,76.08089644,77.55136566,97.79440368,-0.724317913,-0.702785953,-0.723742984,-1.463571156,-1.473946991,-1.461526972,1
85.3526931,83.50170169,103.0291506,82.58872999,80.83264298,98.78291406,-0.058837443,-0.054798197,-0.060083541,-1.989673168,-1.984566706,-1.988898344,1
106.2967963,103.6423341,126.1480549,77.12421117,75.62318359,90.69312202,-0.641216677,-0.609575492,-0.641102539,-1.574377223,-1.581933326,-1.572138376,1
111.7557438,109.2195985,136.9610699,73.86558785,72.41568581,90.00565042,-0.840613723,-0.818396963,-0.828453465,-1.277113832,-1.282257055,-1.277373121,1
109.9271228,104.0209839,131.3045602,78.17502726,74.54030633,92.99147537,-0.68677293,-0.648869692,-0.679315416,-1.517533393,-1.531274025,-1.51553534,1
93.4449063,83.42743413,108.4599831,76.50174744,68.73073571,88.32838425,-0.391815963,-0.367961755,-0.389383669,-1.83954678,-1.832594285,-1.836591934,1
98.4086275,91.71027144,120.7799159,72.56308956,68.38721454,88.58186624,-0.605260755,-0.55018259,-0.597924146,-1.616087168,-1.619843639,-1.612288643,1
90.65380435,91.93733016,113.2582541,79.18623085,80.56997393,98.48149164,-0.264763892,-0.250918898,-0.264413823,-1.921925847,-1.922459052,-1.921099496,1
85.08076643,67.42438758,100.4936939,69.66624134,56.14795037,81.94252123,-0.377806704,-0.28175919,-0.373848916,-1.822990745,-1.735970574,-1.819344431,1
91.97361243,88.67961338,114.5202799,75.08341474,72.5706454,92.92655032,-0.400505293,-0.385240824,-0.393959717,-1.831028664,-1.821771647,-1.826671978,1
104.5046594,102.6550603,132.2714729,75.00612051,74.72563117,94.42197412,-0.662963719,-0.605836348,-0.640620103,-1.544247451,-1.586425804,-1.54388536,1
108.33688,104.2996971,129.8864067,77.69571318,75.18084694,92.64255984,-0.669389535,-0.645866913,-0.669393043,-1.541661829,-1.554125348,-1.540554127,1
109.6750704,103.7738207,132.1036625,75.00753241,71.66899946,89.73656947,-0.766375674,-0.728896236,-0.763697787,-1.396447106,-1.432776823,-1.393529077,1
111.5543992,106.9139336,140.6686066,72.28343733,70.36227029,90.52359923,-0.881901785,-0.814550557,-0.880069798,-1.200988006,-1.268357936,-1.200045889,1
104.9426302,102.5538795,129.4518174,76.44197846,74.819587,93.44981839,-0.633130434,-0.621123558,-0.626862019,-1.583976249,-1.582041612,-1.580800755,1
101.0587045,102.3503181,127.9840949,77.82248617,78.84478427,97.94061084,-0.520955529,-0.51651565,-0.52139646,-1.719194444,-1.717805586,-1.717864057,1
107.1978408,106.4668965,131.9019251,76.71310856,76.54532807,93.76489341,-0.672753817,-0.649994639,-0.66746397,-1.536387823,-1.551055774,-1.535122569,1
84.37206478,84.14054367,106.8725275,78.30125992,78.1792828,98.49443181,-0.140442549,-0.131136677,-0.134146288,-1.969909223,-1.960332133,-1.96230198,1
84.17570485,80.11969774,105.8006731,74.63187653,71.24213674,93.12115284,-0.233327024,-0.215251324,-0.230606035,-1.938163513,-1.921177119,-1.933911829,1
105.1576931,82.43434773,119.9252501,65.15838766,52.1311708,73.86905339,-0.967773352,-0.842341786,-0.969249156,-1.0292198,-1.05073722,-1.024855329,1
98.08983856,95.08735494,122.0026121,74.39694532,72.56435054,92.03805419,-0.549320105,-0.515077304,-0.545615294,-1.682394539,-1.683248639,-1.680603798,1
78.45725534,75.17350956,94.0754861,78.79748887,75.6793374,94.10196482,0.015994509,0.029521499,0.024281532,-1.992222227,-1.974054182,-1.979725557,1
85.93349277,83.92692378,107.4141793,77.87391501,76.09637892,96.88919751,-0.189685237,-0.184888879,-0.186282939,-1.95382652,-1.949064636,-1.949661073,1
90.58886719,90.44648438,116.3682422,76.15833728,76.59843154,97.27182627,-0.337944943,-0.307932748,-0.337253869,-1.871429523,-1.873300281,-1.870109014,1
70.90882056,69.14899194,90.44102823,77.33677272,76.53813078,98.14158299,0.18564083,0.246744322,0.192310606,-1.94798647,-1.88062296,-1.936167579,1
98.92064909,90.21014199,122.8603651,75.84912236,70.24342822,93.5661312,-0.512375037,-0.449147764,-0.502468926,-1.706108663,-1.715314169,-1.701030808,1
90.67043944,83.82083123,109.4534207,77.03890444,72.1665496,92.5671947,-0.314770278,-0.264412935,-0.306381608,-1.885803681,-1.883495103,-1.879112308,1
77.2609134,72.62707934,91.33803811,78.45312683,74.55841002,92.053566,0.045060572,0.082511054,0.049129664,-1.984499989,-1.962259798,-1.97518708,1
101.3412547,99.72962194,123.6104279,73.74589732,72.98404546,89.37471055,-0.634594898,-0.606610606,-0.638570655,-1.578606692,-1.58615885,-1.578149612,1
90.73782696,90.45018109,117.9998793,77.46247354,77.7885228,100.1924818,-0.309154169,-0.278001327,-0.307751683,-1.89399572,-1.89432482,-1.892621746,1
87.98184973,69.58261044,97.98845589,67.79771406,54.3634544,75.26426905,-0.504130973,-0.427810789,-0.496246328,-1.721457748,-1.66693837,-1.716895561,1
90.49167255,88.62399435,114.2681016,79.0174237,78.02158498,98.98168478,-0.261447359,-0.229578549,-0.259397097,-1.91869481,-1.918015065,-1.914688031,1
108.4230769,106.8517876,135.4962622,76.82744443,75.99106925,95.29629018,-0.692571245,-0.673665171,-0.694132111,-1.506822775,-1.520695991,-1.50340138,1
84.06933472,86.98461538,115.3464137,73.2757946,76.18573548,99.81904005,-0.26476355,-0.243506939,-0.262700194,-1.916300814,-1.915115724,-1.914238497,1
112.5371174,118.2613576,156.2723181,62.95686077,66.70317347,86.4037903,-1.204452724,-1.16147762,-1.214392152,-0.507821785,-0.574858075,-0.49655508,1
74.84275184,75.54164619,95.01365391,79.14633902,79.99604963,100.1755706,0.117517773,0.126893397,0.124167146,-1.978956618,-1.965201668,-1.968344181,1
116.2584178,122.588305,154.5369402,67.33178881,71.39430701,88.81284859,-1.135034074,-1.110761558,-1.132923337,-0.692233932,-0.740997228,-0.693442237,1
85.97170816,89.83626761,118.0246479,73.74127701,77.37028657,100.5854023,-0.298765179,-0.279150528,-0.300017578,-1.896710782,-1.894291261,-1.896848717,1
93.34033493,94.80007872,127.8977671,69.47503308,71.15260448,94.4999198,-0.583306107,-0.539090716,-0.588194341,-1.631326525,-1.636710259,-1.632198172,1
106.3198788,108.6514578,139.9364256,70.41036626,72.44254553,91.9973244,-0.834740104,-0.80820526,-0.839103433,-1.283147522,-1.314105092,-1.281217552,1
93.67810451,95.4864396,119.6990057,78.37563697,79.8671036,99.67898904,-0.351922472,-0.351068706,-0.350557631,-1.868420595,-1.867935303,-1.866809658,1
82.35655629,71.85225166,94.82582781,69.06875752,61.0868925,79.07650413,-0.329338609,-0.254463219,-0.320803472,-1.857290639,-1.791808246,-1.849764592,1
104.7409132,102.2875398,133.8401863,72.41234343,71.29175932,91.75860969,-0.739568732,-0.700717324,-0.742452555,-1.429976884,-1.454199913,-1.429312575,1
91.14452031,93.91140321,120.2493001,76.80298367,79.54656774,100.7244678,-0.336157361,-0.316939714,-0.335276404,-1.877129983,-1.883711107,-1.875957029,1
85.87173002,88.7154213,113.4238329,76.87023466,79.54399654,101.0628666,-0.214572579,-0.207939367,-0.207967704,-1.946399727,-1.945306478,-1.939829292,1
107.73198,112.0451613,139.8843715,70.53809052,74.11648655,90.79832638,-0.857415009,-0.818435413,-0.862971467,-1.242641771,-1.294926156,-1.239172707,1
94.66334747,96.34608605,124.9636,75.37347834,77.69848366,98.5979463,-0.445003303,-0.403157219,-0.449908551,-1.780219997,-1.804995601,-1.781438695,1
87.05340813,88.93760086,111.2253131,77.717424,79.46691303,98.51108674,-0.21729602,-0.210822823,-0.217398357,-1.941052574,-1.93862006,-1.939982544,1
97.37285444,101.526017,133.4511758,70.4418048,73.76707894,96.07473299,-0.647464496,-0.62390395,-0.642602392,-1.563309089,-1.570793392,-1.562995508,1
103.4311163,103.9263158,133.4100636,73.65044308,74.67855315,94.27738709,-0.682233225,-0.645670843,-0.682199932,-1.521375124,-1.554807572,-1.520396124,1
103.942103,109.4116132,143.301647,69.86839995,73.92428931,95.54627574,-0.802701812,-0.783013816,-0.805275902,-1.336078566,-1.364475801,-1.335255704,1
86.63571941,90.85088792,115.5127599,76.0615026,80.02027253,100.8654704,-0.250413504,-0.240082786,-0.248985446,-1.925684342,-1.928501418,-1.923947241,1
83.74267956,86.89671961,116.3418508,75.46852927,78.27680601,104.1836238,-0.19648098,-0.197067106,-0.201282884,-1.943333868,-1.946561174,-1.946454067,1
102.7361091,76.91997052,125.0994105,60.20427521,47.36504242,72.81650801,-1.076931874,-0.77978878,-1.071049829,-0.770431487,-0.896457385,-0.769108541,1
83.69053145,84.73584358,108.2674054,77.85735453,79.35303578,100.0307021,-0.136283446,-0.110156261,-0.137893329,-1.970534126,-1.966404562,-1.97089107,1
111.8143677,113.154953,144.4507817,69.09161485,70.15391456,88.5674309,-0.98880567,-0.971801343,-0.992419939,-1.003971049,-1.028200254,-1.000419639,1
77.47433604,80.83418192,102.9502546,75.13015811,78.76171899,99.34458292,-0.052292622,-0.034652622,-0.052059861,-1.98487053,-1.980023357,-1.984253962,1
99.70363098,103.2101937,134.843007,71.57516002,74.4777359,96.32964833,-0.662691537,-0.630408384,-0.658377866,-1.541535026,-1.543118762,-1.540353492,1
78.51353872,82.37657577,108.0839658,74.27180973,77.94041155,101.6832469,-0.101984578,-0.099298858,-0.103656456,-1.97845552,-1.975867687,-1.980150296,1
90.96175516,93.55252101,120.5198625,74.61014296,77.34953488,98.07351298,-0.384902029,-0.3606783,-0.387120019,-1.832457179,-1.84786385,-1.833770419,1
90.73128834,91.87036338,118.3008966,77.69696339,79.40797723,100.5592009,-0.297120269,-0.267530777,-0.300984191,-1.892581349,-1.903081436,-1.893619274,1
104.5112909,109.052555,139.5132115,71.81741248,75.59140495,95.13462776,-0.753898742,-0.723797806,-0.756958229,-1.410657833,-1.450907086,-1.407750493,1
84.33809387,86.40512525,107.676706,78.79787351,80.69688585,99.92300146,-0.129879825,-0.130014914,-0.130050347,-1.97746201,-1.977671272,-1.975991816,1
84.50472679,87.22463962,114.6745223,74.45931666,77.1259341,100.4444817,-0.243281947,-0.226612696,-0.243179386,-1.926384369,-1.922856609,-1.926192579,1
107.9313732,87.28539256,131.0279637,63.14843307,53.62346162,76.30037381,-1.068075627,-0.763002753,-1.04677281,-0.752740029,-0.878516739,-0.760960214,1
97.20153148,101.0390528,133.2214974,71.8582876,75.06263092,97.88163122,-0.603893889,-0.582336078,-0.604263045,-1.622443067,-1.635078097,-1.621672307,1
79.65875532,82.46679953,106.355014,75.19970304,78.88700685,99.9534948,-0.105322361,-0.061914446,-0.098201751,-1.97587432,-1.966489115,-1.968202599,1
82.61723685,86.14007996,113.2215949,73.86509686,77.35674589,100.724783,-0.21531525,-0.195167894,-0.210899174,-1.942936979,-1.936673163,-1.938357841,1
93.64630773,97.92184507,123.2072781,73.94951656,77.29195768,96.61177514,-0.465810519,-0.464697078,-0.467164836,-1.769056432,-1.769747334,-1.770021199,1
91.28367738,91.58299638,120.6625346,74.40390175,75.57052052,97.6042282,-0.397594357,-0.345706361,-0.401829782,-1.819667839,-1.826999377,-1.820800015,1
102.132362,105.6716641,132.3662193,75.67274176,78.73131326,97.52407545,-0.599424775,-0.578213424,-0.592509078,-1.62900383,-1.64859358,-1.627267544,1
110.0076155,110.956145,143.4069722,67.63405665,68.94807348,87.36777456,-0.992227655,-0.947784737,-0.993641458,-0.988617841,-1.053104935,-0.985780112,1
95.73648122,99.08101521,128.3452489,72.97585382,75.72383733,97.25897727,-0.540991201,-0.526520695,-0.540449251,-1.695613393,-1.699803774,-1.694664911,1
95.18297088,98.47840621,129.9312995,71.10828001,74.03165241,96.4110612,-0.577840817,-0.549160952,-0.578416389,-1.644940516,-1.655424639,-1.644273589,1
86.75525056,89.64430259,115.0907118,75.07611103,78.41669981,99.14815897,-0.276540598,-0.237042238,-0.26792499,-1.904248982,-1.904635325,-1.898039648,1
95.14165046,77.24088478,113.4899733,66.03847655,54.88928903,78.20125378,-0.715075173,-0.56999505,-0.717722411,-1.436374844,-1.392517727,-1.436442822,1
99.60230033,98.91614789,127.8500228,72.51591977,72.42691578,92.31384129,-0.631902043,-0.601930812,-0.6374745,-1.57830077,-1.587712593,-1.576794287,1
75.1006628,74.28122411,92.91626968,80.07204267,79.64016126,98.49670845,0.137818088,0.162326552,0.139062526,-1.969743608,-1.946883102,-1.965452214,1
86.2134349,88.18606648,113.1114404,77.57704962,79.68887305,101.3370978,-0.201459426,-0.183258684,-0.195238922,-1.946867963,-1.942828258,-1.940798753,1
101.5768817,104.7141832,135.5467839,71.99488313,74.77366128,95.38549237,-0.68940036,-0.659012236,-0.688208033,-1.506221883,-1.532205271,-1.504902269,1
76.79664815,76.25044186,101.9233367,73.16797658,73.26477314,96.48002639,-0.083666214,-0.039934626,-0.082420307,-1.972779056,-1.937895137,-1.971193458,1
99.20302447,100.2188513,131.1656648,72.52316113,73.63850179,95.43418741,-0.626791686,-0.602548481,-0.624106553,-1.591946173,-1.603005571,-1.590841713,1
106.0184859,111.0479299,144.6014103,68.55524879,72.25052951,92.8712563,-0.887595924,-0.863243699,-0.88602838,-1.195982055,-1.228491693,-1.195774512,1
101.1686306,103.9355494,132.9634952,72.09330298,74.56343126,94.01481273,-0.678863204,-0.653947117,-0.680845947,-1.520847219,-1.547311008,-1.519672348,1
91.84161109,91.46919972,120.5120656,73.72754378,73.83533054,95.99620398,-0.425394461,-0.397437469,-0.429536031,-1.791950809,-1.792023523,-1.791419567,1
89.80842697,90.6866465,114.9948574,74.02590992,75.03239084,93.99085595,-0.375028472,-0.358202335,-0.37779354,-1.840863799,-1.841458694,-1.840887167,1
93.8891232,59.2490566,100.5427303,57.88693507,38.54053766,62.03321946,-0.951347674,-0.618971443,-0.909988864,-1.025858566,-1.013376868,-1.028875071,1
78.09304734,80.90107249,101.6014423,76.42909124,79.23572622,98.86005323,-0.034290128,-0.029979575,-0.031975313,-1.98781261,-1.9871941,-1.984334382,1
89.27097001,91.68807301,121.1571638,73.35912818,75.65673429,99.13598244,-0.386632934,-0.367037996,-0.386544196,-1.838319081,-1.837283387,-1.837943015,1
96.02002829,97.89471004,126.8819802,71.42759062,73.05170324,93.77647588,-0.586753434,-0.568261343,-0.592773083,-1.633696256,-1.635064339,-1.634317528,1
108.8209675,109.9710794,139.0420899,71.72408964,72.67517128,90.93854342,-0.843975933,-0.830703464,-0.850770834,-1.266490328,-1.281024371,-1.262937645,1
78.07491744,77.84818378,104.0482125,75.25605652,75.73825148,99.88455562,-0.062720016,-0.028328703,-0.058335179,-1.980500374,-1.96457064,-1.975651793,1
91.08176439,92.57078586,119.3867671,75.88534714,77.64019697,98.6865243,-0.355969004,-0.330950801,-0.35820733,-1.858884087,-1.866179179,-1.857418933,1
102.2611834,104.4378107,135.6971006,71.81203816,73.43424448,94.29068816,-0.708008294,-0.695891849,-0.7148832,-1.478780702,-1.479532746,-1.476352704,1
87.11407936,85.85842325,111.6819962,75.15459785,74.45647505,95.61118515,-0.282884203,-0.256674831,-0.286656073,-1.90048108,-1.893778587,-1.901550461,1
97.42245236,99.07166529,129.4680199,74.7262726,76.74479438,98.41501625,-0.523240526,-0.483883521,-0.518871913,-1.709123964,-1.732967656,-1.706076302,1
71.5935782,73.7858338,96.16918971,75.3087718,78.02066745,100.4826299,0.113646949,0.132249304,0.112530965,-1.970270067,-1.959898352,-1.971592569,1
100.0084563,76.32142002,116.7869964,64.90868128,51.38237115,75.69677258,-0.850715677,-0.625187679,-0.818335779,-1.212391009,-1.199052565,-1.211168257,1
72.47268805,70.43255454,95.38509443,74.97709616,73.37107944,97.9720078,0.079139622,0.112562112,0.075190426,-1.977130861,-1.941654253,-1.982116973,1
92.70780609,91.9938868,118.8256241,76.40284065,75.85304044,97.2428573,-0.381157045,-0.375417278,-0.384086021,-1.844582583,-1.840934003,-1.844955123,1
82.38357379,78.10335856,108.9880558,70.7798551,67.17717018,92.93780715,-0.296350137,-0.289249269,-0.292481716,-1.903710119,-1.897803836,-1.900232646,1
111.1550466,114.0822205,145.9081522,70.93033246,72.82713405,92.26734984,-0.916683077,-0.910760723,-0.922935425,-1.14256344,-1.148756722,-1.137302836,1
99.80826606,99.39355914,133.8072131,68.58437967,68.5222304,91.06779999,-0.752161843,-0.728659571,-0.760458574,-1.408387104,-1.411862667,-1.406711986,1
76.41170903,74.28224716,102.8904137,72.00189603,70.70145368,96.33326554,-0.105724772,-0.05638477,-0.104570809,-1.968679425,-1.927486915,-1.967307261,1
83.19885922,82.7408867,102.7502204,76.66456248,76.78103383,93.92844098,-0.152912966,-0.126776875,-0.152216677,-1.962026164,-1.9587715,-1.96004668,1
102.674105,104.1046343,135.9115748,71.25133163,73.23009501,93.40229782,-0.724708517,-0.672658209,-0.73461154,-1.439088768,-1.495317903,-1.435029775,1
86.48857032,87.18357226,114.6628826,75.91426094,77.04753567,100.0965299,-0.248793285,-0.22179427,-0.24455451,-1.919019174,-1.915157734,-1.915559786,1
73.84616386,73.31424481,95.06780764,76.38721742,76.51444593,97.51363119,0.079055144,0.111313891,0.083737854,-1.981839964,-1.96331771,-1.973832808,1
108.6343339,89.89689903,129.1087075,67.74730107,57.68267919,80.1210201,-0.938443546,-0.746989799,-0.927233542,-1.041941716,-1.039578846,-1.037503597,1
110.7429166,111.018821,141.6383784,66.53230827,67.12205628,84.43352477,-1.048917255,-1.018045209,-1.052769705,-0.875716997,-0.917391949,-0.872546887,1
74.48712202,75.56101151,97.87329409,76.42954325,77.82907096,99.82902128,0.061402219,0.075432026,0.063697679,-1.983740523,-1.977386042,-1.980035737,1
97.27361517,98.24313823,131.7007913,69.99131767,71.09783848,94.04607089,-0.653928746,-0.617420971,-0.655268647,-1.546201775,-1.547125668,-1.545475616,1
83.3245146,83.40277822,111.3473086,73.05509729,73.72168558,97.04693146,-0.253356063,-0.217318554,-0.254484643,-1.920249454,-1.913854958,-1.920769378,1
