var,asm,contrast,correlation,idm,entropy,homogenity,energy,dissimilarity,Class
2178.037475,0.008041965,1089.428603,0.79994826,0.53532664,7.829837845,0.53532664,0.089677003,7.88397251,1
2281.321993,0.006610484,1404.029575,0.764702402,0.481265853,8.016941595,0.481265853,0.081304883,9.928913826,1
3181.508486,0.009788658,1616.829013,0.797397985,0.451475739,7.668916373,0.451475739,0.098937648,11.11644566,1
2305.328003,0.007697159,1258.084552,0.78565076,0.495034274,7.884317409,0.495034274,0.087733454,9.024309723,1
1963.337206,0.006198129,992.9507818,0.798176142,0.53235958,8.233271078,0.53235958,0.078728199,7.387340905,1
2683.988609,0.008083496,1289.766066,0.806281243,0.479771763,7.978047216,0.479771763,0.089908263,9.166849298,1
2870.104994,0.011644975,1550.206382,0.787364213,0.498373912,7.238148936,0.498373912,0.107911884,10.43775085,1
1802.508735,0.007670863,1046.590421,0.775007253,0.52665903,8.302319089,0.52665903,0.087583463,8.402580356,1
2270.630413,0.008733736,1264.21574,0.782243391,0.512319356,8.121833954,0.512319356,0.09345446,9.30711381,1
3287.754767,0.009154506,1615.761634,0.802746269,0.447271989,7.833675473,0.447271989,0.095679183,11.18140162,1
2903.48375,0.009666605,1461.477622,0.798928502,0.488865094,7.562906346,0.488865094,0.098318895,10.28802799,1
2589.93074,0.009010357,1221.946166,0.809134904,0.503388025,7.759617721,0.503388025,0.0949229,8.642361143,1
2926.652431,0.00774884,1582.661728,0.787170848,0.476002746,8.141823278,0.476002746,0.088027495,11.15442538,1
3051.093962,0.007783241,1809.73126,0.771265691,0.463691432,7.858805751,0.463691432,0.08822268,12.31641767,1
2324.870015,0.007458506,1053.492097,0.815298534,0.52215898,7.901393484,0.52215898,0.086362643,7.804629023,1
2877.153899,0.009635597,1586.136453,0.783919921,0.455020498,7.881989164,0.455020498,0.098161076,11.14423158,1
3040.415919,0.010369736,1649.474697,0.786630412,0.485959396,7.652380324,0.485959396,0.101831901,11.43217283,1
3529.365728,0.009449539,1521.442105,0.822685077,0.474824314,7.64918302,0.474824314,0.097208742,10.62266786,1
3208.459298,0.009015288,1435.308747,0.817210216,0.478543797,7.82828926,0.478543797,0.094948871,10.04941817,1
1315.112485,0.006623926,637.9360963,0.804808473,0.51164575,8.659921715,0.51164575,0.081387503,6.018404032,1
2677.955148,0.010536754,1627.093233,0.766998409,0.495262942,7.701578889,0.495262942,0.102648692,11.20959897,1
2667.34009,0.009310374,1479.754599,0.782850177,0.457254111,7.717177426,0.457254111,0.096490279,10.32592865,1
2512.766156,0.00864032,1263.095738,0.799161387,0.503356431,7.798969908,0.503356431,0.092953321,9.111217661,1
2107.141455,0.006217468,1218.417533,0.775725554,0.53626233,8.072326459,0.53626233,0.078850922,8.61249432,1
3032.16959,0.0092415,1525.166048,0.799051407,0.492955967,7.618083904,0.492955967,0.096132719,10.61629139,1
2966.253089,0.008908154,1630.625701,0.784400359,0.466530844,8.033373949,0.466530844,0.094383017,11.55106696,1
3038.186683,0.007800186,1706.817773,0.780713568,0.454751058,8.048846867,0.454751058,0.088318663,11.89079819,1
3090.499239,0.011279601,1405.214557,0.814770376,0.483952159,7.621439992,0.483952159,0.106205468,10.12204767,1
3493.083083,0.011449802,2084.624091,0.770182763,0.461817731,7.274464168,0.461817731,0.107003749,13.69384953,1
2835.385863,0.007479954,1423.463527,0.799349467,0.500312083,7.995636171,0.500312083,0.086486727,10.10123573,1
1618.164647,0.004766138,829.5952138,0.795965025,0.478404953,9.118432958,0.478404953,0.069037224,7.223295389,1
2361.338241,0.007277603,1470.38696,0.76257609,0.472941439,7.938911249,0.472941439,0.085308868,10.30996187,1
2349.557042,0.007958392,1201.874217,0.796336039,0.540732107,8.087827717,0.540732107,0.089209822,8.820916218,1
2663.462554,0.006988851,1305.660709,0.803144607,0.479412643,7.966957015,0.479412643,0.083599348,9.552493011,1
2928.446411,0.011616754,1464.158033,0.800007149,0.498593213,7.553216279,0.498593213,0.107781047,10.36811875,1
2446.154035,0.00746019,1145.589872,0.810279403,0.498152749,8.432826413,0.498152749,0.086372393,8.602031524,1
3166.425018,0.008814636,1596.272915,0.798682521,0.484794668,7.844672358,0.484794668,0.093886291,11.09818835,1
2566.799452,0.009118264,1124.628281,0.820304273,0.499227556,7.9050068,0.499227556,0.095489602,8.461041095,1
2756.95443,0.008989626,1288.3508,0.810600755,0.498652387,7.720438485,0.498652387,0.094813638,9.133269694,1
2332.597307,0.007121303,1201.607129,0.795186289,0.510530424,7.966216123,0.510530424,0.084387812,8.692685543,1
2274.216771,0.006034705,1130.900259,0.800875867,0.494139735,8.481088045,0.494139735,0.077683361,8.739384261,1
1558.140312,0.006377197,851.163578,0.785463009,0.549610824,8.394281999,0.549610824,0.079857352,7.019857862,1
2227.600776,0.006962292,1192.175526,0.788897856,0.526686696,8.061008756,0.526686696,0.083440351,8.488399345,1
2503.946348,0.007143982,1573.390563,0.760944754,0.498857081,8.147749856,0.498857081,0.084522078,10.84827252,1
2624.648951,0.007094257,1327.664398,0.798135142,0.468131622,8.11471085,0.468131622,0.084227413,9.669320926,1
2366.395435,0.007557941,1200.354203,0.797693377,0.499464321,7.979828616,0.499464321,0.086936419,8.756384732,1
2025.954259,0.005719147,1188.187963,0.773250749,0.512071709,8.44436599,0.512071709,0.075625039,8.907847708,1
2163.258173,0.006402639,1112.996226,0.795393645,0.502067405,8.170122634,0.502067405,0.080016492,8.234624655,1
2621.403094,0.010652805,1282.669753,0.80343665,0.510810518,7.451248556,0.510810518,0.103212425,9.118771893,1
2643.790484,0.009091279,1273.440549,0.805918003,0.490500595,7.759045911,0.490500595,0.095348198,9.165629466,1
2169.696578,0.006564891,1035.795449,0.807301611,0.543629194,8.24911858,0.543629194,0.081024012,7.813263867,1
2726.418697,0.007825977,1369.290311,0.799289119,0.493774323,8.000840291,0.493774323,0.088464553,9.854926083,1
1524.502583,0.009672593,490.1065396,0.861519031,0.524793554,8.193213053,0.524793554,0.098349341,5.496478786,1
2922.223206,0.00881214,1668.774506,0.777910814,0.460040908,7.7652062,0.460040908,0.093872997,11.83144376,1
2251.633415,0.007362235,1172.889925,0.793370705,0.506119983,7.828540931,0.506119983,0.085803466,8.473800872,1
2454.822918,0.007191223,1147.542101,0.810548833,0.525636494,7.789869473,0.525636494,0.084801078,8.220007747,1
2676.599941,0.009035241,1360.346568,0.797375982,0.486326771,7.660057898,0.486326771,0.095053887,9.498292206,1
2238.261849,0.006648005,1005.96048,0.81651499,0.516773495,8.211594854,0.516773495,0.081535302,7.778464952,1
2779.681414,0.008954797,1478.96994,0.789869565,0.520164629,7.783212198,0.520164629,0.094629787,10.28310074,1
2404.833293,0.008748999,1233.471495,0.795890056,0.547055714,7.566043573,0.547055714,0.093536086,8.511044339,1
2649.859356,0.007536086,1301.583325,0.802830846,0.515104927,8.143499914,0.515104927,0.086810631,9.481842681,1
2988.035387,0.010611668,1400.142382,0.810190718,0.510187168,7.737376041,0.510187168,0.103012953,10.08005448,1
3018.165003,0.007149738,1664.386547,0.783866142,0.479784463,8.075218786,0.479784463,0.084556123,11.76024685,1
1658.872444,0.006752106,631.57039,0.840102868,0.538554733,8.536373834,0.538554733,0.082171199,5.781158856,1
2382.473248,0.006963872,1356.835779,0.778359529,0.510204156,8.293877616,0.510204156,0.083449816,9.839199284,1
2976.440684,0.009239351,1574.450309,0.790839631,0.494152713,7.596826074,0.494152713,0.096121544,10.71301363,1
2740.058668,0.011780805,1367.719508,0.800270774,0.485119555,7.485476077,0.485119555,0.108539418,10.75131305,1
3778.032762,0.013304188,1487.448157,0.835523443,0.491395266,7.307501015,0.491395266,0.115343782,10.0708773,1
2463.293671,0.008287871,1228.772903,0.80037658,0.510567491,7.8611542,0.510567491,0.091037746,8.978696504,1
2021.063533,0.00598594,1046.138801,0.79440175,0.546525477,8.335856127,0.546525477,0.077368854,8.071750831,1
2663.151908,0.007621395,1652.877986,0.763175308,0.464313273,8.163524881,0.464313273,0.087300603,11.81466979,1
2510.305567,0.00742661,1294.949663,0.794959714,0.453985054,8.331039393,0.453985054,0.086177783,9.69077392,1
2437.160398,0.006753251,1133.804406,0.811305575,0.528574311,8.150251579,0.528574311,0.082178163,8.341466823,1
3251.719956,0.009801937,1621.087451,0.80047048,0.506254313,7.870121318,0.506254313,0.099004733,11.62668808,1
1545.118361,0.006056088,835.5282121,0.787168517,0.51151004,8.714357924,0.51151004,0.07782087,6.885191605,1
2273.241788,0.007644021,1264.593412,0.782421825,0.494052054,7.966250782,0.494052054,0.087430091,9.119420398,1
3064.487991,0.007618122,1592.430501,0.793768101,0.453700814,8.051727266,0.453700814,0.087281852,11.41456325,1
2458.248143,0.006182131,1061.436219,0.822441055,0.536799947,8.126005986,0.536799947,0.078626526,7.769304493,1
2222.304967,0.006826758,1136.500725,0.796380763,0.496595679,8.191389862,0.496595679,0.082624197,8.533225573,1
2436.062941,0.007299766,1479.344674,0.767092667,0.482006154,7.881709711,0.482006154,0.085438667,10.13356427,1
3305.098504,0.010397486,1246.788096,0.841314711,0.568615245,7.752197714,0.568615245,0.101968064,8.50444761,1
2912.717189,0.009738153,1201.152614,0.829060714,0.514712351,7.67214806,0.514712351,0.09868208,8.488877409,1
3469.31079,0.008633161,1920.00576,0.783264811,0.473086064,7.843108315,0.473086064,0.092914807,12.57169689,1
2760.828164,0.009651095,1340.297437,0.804689943,0.514981226,7.611858562,0.514981226,0.098239985,9.17517811,1
2726.213641,0.008369842,1449.946868,0.789935171,0.48123893,8.000571075,0.48123893,0.091486839,9.993676931,1
2068.922354,0.007434743,925.7778145,0.817172365,0.509456665,8.269680797,0.509456665,0.086224958,7.316778014,1
2108.254524,0.007046454,1188.621687,0.780094722,0.52266152,8.092634636,0.52266152,0.08394316,8.5051219,1
2896.281852,0.00914271,1621.891581,0.781255782,0.46419017,7.71587353,0.46419017,0.095617518,10.83993757,1
3142.337119,0.010205282,1782.735374,0.779041143,0.469044636,7.545906035,0.469044636,0.101021196,11.8989953,1
2475.596751,0.008424762,1465.557884,0.771604416,0.509675212,7.913982849,0.509675212,0.091786503,10.08374395,1
2637.693515,0.009445459,1589.816097,0.768424559,0.49079924,7.802919793,0.49079924,0.097187754,10.64045272,1
2962.739143,0.012535333,1167.521618,0.835399901,0.556100758,7.641388193,0.556100758,0.111961303,8.719411968,1
1944.467335,0.007255819,1280.948923,0.752229935,0.521219727,8.085895782,0.521219727,0.085181096,9.03170725,1
3751.441622,0.013945559,1366.422679,0.845943248,0.553417776,7.564864553,0.553417776,0.118091318,9.746413198,1
2946.83028,0.008427771,1526.217528,0.79430937,0.483831739,7.919673874,0.483831739,0.091802892,10.42142181,1
2730.954217,0.00997005,1553.754463,0.778572784,0.47226109,7.688443699,0.47226109,0.099850137,10.64633545,1
1793.13809,0.007492941,664.6120625,0.843659685,0.51654327,8.527065671,0.51654327,0.086561778,6.032088823,1
2482.099111,0.007602465,1463.646807,0.772296097,0.476029481,8.213027755,0.476029481,0.087192113,9.961677409,1
3267.465691,0.011465888,1061.509736,0.860310766,0.581796491,7.4878074,0.581796491,0.107078887,7.821223713,1
2534.339033,0.008362193,1311.213989,0.794477888,0.522063026,7.780788019,0.522063026,0.091445027,9.064720889,1
2634.628204,0.00880339,1235.874181,0.810049197,0.496988367,7.627731208,0.496988367,0.093826381,8.550219099,1
3125.136333,0.010060454,1608.396186,0.79533489,0.507702104,7.591229034,0.507702104,0.100301816,10.96232031,1
2650.628804,0.007356241,1244.911943,0.809825922,0.506096598,8.085270331,0.506096598,0.085768532,9.171596317,1
2523.749784,0.007619464,1257.836833,0.800513711,0.480094556,8.001054946,0.480094556,0.087289539,8.95810411,1
2708.234202,0.008330446,1199.430234,0.81870751,0.503928103,7.970182938,0.503928103,0.091271279,8.64030779,1
2175.288045,0.007899978,1054.053258,0.804972748,0.525783536,7.914653695,0.525783536,0.088881821,7.655497765,1
2887.020925,0.00858937,1453.445077,0.798901997,0.48420112,7.973877086,0.48420112,0.092678854,10.34039603,1
1380.433617,0.004315966,818.5418429,0.771326115,0.523754715,8.873698335,0.523754715,0.065696009,6.887742251,1
3752.373704,0.014676174,1525.041894,0.831122033,0.535450914,7.093537649,0.535450914,0.121145259,10.15490044,1
2651.410782,0.007604812,1538.731385,0.775091443,0.458193895,8.085558839,0.458193895,0.087205575,11.06719347,1
2743.612297,0.009186964,1287.870976,0.809911175,0.470866744,7.845149615,0.470866744,0.095848652,9.277776974,1
2189.417209,0.006364516,821.6768981,0.842002965,0.504719402,8.425727439,0.504719402,0.079777915,6.805442981,1
2496.371485,0.01218269,941.4016327,0.841358513,0.457801841,7.810219743,0.457801841,0.110375222,8.480349559,1
3148.941672,0.011531165,1324.84659,0.826199521,0.445023219,7.951540266,0.445023219,0.107383263,10.30980531,1
1500.691793,0.006478277,980.5166616,0.753756899,0.475009259,8.794233702,0.475009259,0.080487746,8.164714839,1
3111.430023,0.010798796,1071.493242,0.853106948,0.479184079,8.040778471,0.479184079,0.103917253,8.419537779,1
1784.996464,0.006499756,977.4731596,0.78507373,0.505914207,8.58966748,0.505914207,0.080621063,7.468200113,1
1765.191937,0.006946024,977.4752209,0.783169723,0.502323324,8.493569017,0.502323324,0.083342809,7.510725499,1
1625.555942,0.010304308,517.0142568,0.862804304,0.548202265,8.115203327,0.548202265,0.101510138,5.342326348,1
2600.749406,0.010959921,1156.47854,0.818131974,0.526445002,7.411304892,0.526445002,0.104689642,8.331252601,1
2405.532124,0.007747213,896.3608568,0.842971742,0.502845622,8.331725591,0.502845622,0.088018253,7.087054928,1
2566.831567,0.007379061,1042.8394,0.831160236,0.47067532,8.716638211,0.47067532,0.085901463,8.033575358,1
3074.596767,0.009539256,1082.943372,0.85026038,0.500928906,8.199643305,0.500928906,0.097669115,8.070412498,1
2341.706675,0.007469738,913.7357378,0.836754853,0.50771422,8.358275408,0.50771422,0.086427649,7.549755449,1
1730.59172,0.005086882,891.2116785,0.795238838,0.47229664,8.821321871,0.47229664,0.071322384,7.232567715,1
2061.768919,0.008670637,1109.380145,0.788033838,0.477929965,8.482527462,0.477929965,0.093116254,8.581980333,1
2146.367094,0.007282451,1038.69877,0.805221577,0.489192236,8.393609152,0.489192236,0.08533728,7.758220774,1
2432.684612,0.008886915,1159.111234,0.807603402,0.464800142,8.368425771,0.464800142,0.094270434,8.584537082,1
2436.635249,0.005174785,873.9248711,0.847941789,0.486619218,8.994835815,0.486619218,0.071935981,7.175527703,1
3288.959876,0.00806948,1577.037548,0.806625935,0.454150401,8.340152608,0.454150401,0.089830285,11.03316599,1
1861.039308,0.006601494,699.1010917,0.841889936,0.48447257,8.577052116,0.48447257,0.081249575,6.451047188,1
2571.712883,0.008436326,1179.925761,0.813401989,0.470955039,8.251395944,0.470955039,0.091849476,8.388177877,1
3033.720993,0.009032612,1133.298245,0.842671713,0.485950089,8.270552358,0.485950089,0.095040054,8.659901488,1
2276.173701,0.007057901,1129.498399,0.801211024,0.503199208,8.470966534,0.503199208,0.084011317,8.374116313,1
2558.309665,0.008557218,914.9906436,0.848302373,0.525979359,8.185070657,0.525979359,0.092505234,7.158079228,1
2970.158638,0.010363226,1179.521723,0.834401431,0.455185078,8.224745978,0.455185078,0.101799932,8.835347546,1
2089.206797,0.007119503,927.0785092,0.81845274,0.53991482,8.193414324,0.53991482,0.084377146,7.017846233,1
2478.145542,0.007590584,1289.250976,0.793598292,0.445805707,8.449685965,0.445805707,0.08712396,9.924232503,1
2568.72036,0.008310053,1020.219575,0.83431713,0.493647024,8.403907374,0.493647024,0.09115949,7.946788563,1
2465.958696,0.007659813,1030.076025,0.827248821,0.491295517,8.482030363,0.491295517,0.087520359,8.18389522,1
2787.003382,0.007970846,959.6888741,0.853132709,0.479455915,8.470564409,0.479455915,0.089279595,7.807892015,1
1642.350601,0.005181413,833.9290765,0.797522759,0.475119661,9.016257887,0.475119661,0.071982032,7.335363363,1
4044.365507,0.013607332,1374.730335,0.854734044,0.520325465,7.346012306,0.520325465,0.116650471,9.282611209,1
3015.797096,0.009853168,1493.002417,0.801602628,0.458630754,7.825733094,0.458630754,0.099263124,10.31047333,1
2722.663912,0.009701292,1081.908334,0.834247204,0.502539245,8.057365023,0.502539245,0.098495137,8.445970837,1
1963.741164,0.008236522,865.0108521,0.81951864,0.513882668,8.541178013,0.513882668,0.090755286,7.227462531,1
1817.789399,0.005814079,907.2657331,0.80031722,0.50374032,8.683892426,0.50374032,0.076250107,7.3287057,1
2009.854477,0.005310712,992.9853152,0.801905976,0.491203025,8.643869437,0.491203025,0.072874633,7.662589232,1
2525.045471,0.008462552,1252.957016,0.801223106,0.462978009,8.448645774,0.462978009,0.091992132,10.25561627,1
2559.279475,0.006093164,880.4300975,0.853247813,0.537855077,8.546350595,0.537855077,0.078058723,6.712138844,1
2154.212343,0.007021157,917.7552704,0.824398799,0.477488056,8.613691371,0.477488056,0.083792344,7.243790682,1
1868.137516,0.006559415,986.6677095,0.791100496,0.487392404,8.509763844,0.487392404,0.080990217,7.538487428,1
1374.319474,0.006302213,731.6578097,0.789773339,0.493340369,8.510551361,0.493340369,0.07938648,6.63607874,1
