Bins0,Bins1,Bins2,Bins3,Bins4,Bins5,Bins6,Bins7,Class
10770,0,0,0,0,108,0,8962,1
4571,7,0,0,0,141,1,7605,1
9150,0,0,0,0,238,0,12435,1
5040,0,0,0,0,93,0,4786,1
8334,0,0,0,0,105,0,15631,1
10482,0,0,0,0,173,0,14195,1
5607,0,0,0,0,0,0,9379,1
6129,0,0,0,0,115,0,7926,1
6165,0,0,0,0,144,0,12151,1
8313,0,0,0,0,99,0,10828,1
4497,0,0,0,0,191,0,14198,1
30085,0,0,0,0,0,0,26895,1
6152,0,0,0,28,143,0,18149,1
10350,0,0,0,0,101,0,13973,1
9945,0,0,0,0,130,0,17871,1
8049,2,0,0,0,166,0,18193,1
9738,0,0,0,0,0,2,13895,1
6240,0,0,0,0,0,0,8860,1
5697,0,0,0,6,163,3,11739,1
12168,0,0,0,0,169,0,16953,1
12324,0,0,0,2,40,0,15310,1
5394,0,0,0,0,227,0,12359,1
8139,0,0,0,0,251,0,12599,1
11553,0,0,0,0,20,0,14453,1
10164,0,0,0,0,104,0,19328,1
5820,0,0,0,0,193,0,11277,1
7368,0,0,0,0,189,0,16123,1
10332,0,0,0,0,71,1,13303,1
12963,0,0,0,0,24,0,15973,1
3471,7,0,0,0,433,0,9659,1
7998,0,0,0,0,114,0,9124,1
7986,0,0,0,0,153,0,20773,1
14088,0,0,0,0,136,0,14844,1
12636,0,0,0,0,97,0,24447,1
14698,0,0,0,3,1,0,16394,1
8424,1,0,0,2,163,0,12354,1
8958,0,0,0,0,213,0,12019,1
5513,9,0,0,0,184,0,11476,1
8103,0,0,0,0,0,0,9262,1
13041,0,0,0,0,98,0,16691,1
4051,21,0,0,5,293,0,11615,1
12465,0,0,0,0,174,0,22621,1
10404,0,0,0,0,219,0,11455,1
14568,0,0,0,0,110,0,18089,1
7230,0,0,0,2,0,10,11554,1
7494,0,0,0,0,171,0,11131,1
9246,0,0,0,0,186,0,16648,1
4195,5,0,0,7,194,3,10828,1
11313,0,0,0,0,118,0,19341,1
9318,0,0,0,2,120,0,16586,1
13406,0,0,0,6,279,0,17639,1
5349,0,0,0,0,0,0,11107,1
9117,0,0,0,0,150,0,17077,1
10275,0,0,0,0,81,0,8956,1
16152,0,0,0,0,168,0,19780,1
7452,0,0,0,0,190,0,14652,1
15063,0,0,0,0,166,0,16455,1
14820,5,0,0,0,222,0,27539,1
6195,0,0,0,0,142,0,14652,1
8454,0,0,0,0,191,0,16475,1
8907,0,0,0,0,139,0,13746,1
9365,1,0,0,1,85,2,13686,1
2502,0,0,0,0,166,0,6342,1
13230,0,0,0,0,37,0,13773,1
19476,0,0,0,0,149,0,28694,1
12588,0,1,0,1,46,0,22714,1
7033,12,0,0,0,110,0,16081,1
16758,0,0,0,0,224,0,17843,1
8376,0,0,0,0,153,0,11920,1
5584,0,0,0,0,0,2,11314,1
9795,0,0,0,0,149,0,13040,1
4470,0,0,0,0,167,0,7433,1
13185,0,0,0,0,102,0,11815,1
3717,0,0,0,0,82,0,8736,1
12696,0,0,0,0,107,0,11765,1
9468,0,0,0,0,0,0,13924,1
7193,0,1,0,0,4,4,9710,1
3729,0,0,0,0,45,0,9106,1
7322,3,0,0,3,24,0,15440,1
13907,0,0,0,0,137,0,15540,1
8853,0,0,0,0,127,0,10305,1
7371,14,0,0,0,461,0,14919,1
11223,0,0,0,0,126,0,14461,1
7953,0,0,0,0,117,0,7297,1
5633,35,0,0,0,88,0,14399,1
7773,0,0,0,1,204,0,21351,1
15339,0,0,0,0,110,0,14447,1
9561,0,0,0,0,73,0,18420,1
13761,0,0,0,0,282,0,17632,1
21585,0,0,0,0,112,0,22137,1
3480,25,0,0,4,114,1,7576,1
5246,3,0,0,10,136,0,12294,1
11235,0,0,0,0,55,0,10935,1
6378,0,0,0,2,157,0,13618,1
6780,0,0,0,0,272,0,13892,1
4326,0,0,0,0,0,0,11041,1
11064,0,0,0,0,182,0,14210,1
10161,0,0,0,0,166,0,18471,1
11538,0,0,0,0,5,0,13913,1
6975,0,0,0,0,130,0,11745,1
9666,0,0,0,0,104,0,16574,1
4602,0,0,0,0,226,0,8253,1
8892,0,0,0,0,171,0,15262,1
4131,0,0,0,0,95,0,5039,1
11025,0,0,0,0,219,0,13369,1
6354,0,0,0,0,262,0,13596,1
2720,25,0,0,0,108,0,8347,1
7467,0,0,0,0,259,0,15474,1
4767,0,0,0,2,5,0,8226,1
8616,0,0,0,0,148,0,14310,1
6216,28,0,0,0,85,0,16001,1
7416,0,0,0,0,48,0,10951,1
5824,6,0,0,1,153,0,11288,1
11907,0,0,0,0,233,0,20174,1
6825,0,0,0,0,295,0,11784,1
7206,0,0,0,0,141,0,13597,1
6298,6,0,0,0,159,0,13167,1
6903,0,0,0,0,60,0,14479,1
3387,0,0,0,0,0,0,7789,1
14697,0,0,0,0,126,0,15658,1
8883,0,0,0,0,186,0,15955,1
5856,3,0,0,0,244,0,14598,1
4080,0,0,0,0,452,1,10834,1
3828,0,0,0,0,84,0,10003,1
4088,62,0,1,0,62,0,11355,1
4138,5,0,0,15,225,0,10603,1
4708,0,0,0,36,358,0,14636,1
6031,1,0,0,9,183,0,13406,1
1800,0,0,0,0,17,0,6191,1
5754,0,0,0,0,0,0,12154,1
3798,0,0,0,84,107,0,11915,1
3852,11,0,0,1,352,0,10344,1
3700,0,0,0,6,41,0,9397,1
5057,1,0,0,38,121,0,13243,1
5896,1,0,0,27,171,0,15800,1
4414,0,0,0,30,280,0,12032,1
3696,19,0,0,0,65,0,12340,1
5409,1,0,0,45,75,0,12957,1
5576,23,0,0,43,1176,3,14060,1
6594,9,0,0,0,107,0,13826,1
4237,0,0,0,0,137,0,10231,1
4207,8,0,0,0,153,0,12208,1
3918,4,0,0,1,154,0,12247,1
5142,1,0,0,5,144,6,13189,1
3420,0,0,0,0,0,0,8380,1
3552,0,0,0,0,5,0,10703,1
6328,43,0,0,0,95,0,15774,1
6163,2,0,0,3,20,3,13937,1
3315,0,0,0,0,77,0,9152,1
6456,0,0,0,0,126,0,10654,1
3856,2,0,0,29,286,0,11203,1
6084,6,0,0,0,255,0,11743,1
2070,0,0,0,0,0,0,7339,1
6210,0,0,0,0,0,0,11698,1
4254,0,0,0,6,254,1,9409,1
2788,9,3,0,18,238,9,9470,1
4380,2,0,1,33,159,0,13009,1
4819,2,0,0,58,223,0,16802,1
7794,0,0,0,6,141,0,8461,1
4288,12,0,0,4,85,0,11341,1
3456,62,0,0,0,145,0,11632,1
4568,0,0,0,87,126,0,14459,1
5532,0,0,0,0,22,0,11991,1
4389,2,0,0,0,288,0,10325,1
4888,6,0,0,3,202,0,13301,1
3122,13,0,0,3,75,1,11772,1
4054,74,0,0,0,42,0,10054,1
4238,4,0,0,40,202,3,13547,1
3326,1,0,0,45,157,0,10749,1
5115,0,0,0,0,203,0,11438,1
4395,0,0,0,0,34,0,10947,1
5706,0,0,0,0,94,0,14772,1
3030,0,0,0,13,275,0,6604,1
4157,2,6,1,2,179,9,7714,1
5869,24,0,0,0,197,0,12397,1
6215,6,0,0,11,254,3,12397,1
4566,7,0,0,0,527,0,11920,1
2535,0,0,0,0,93,0,6127,1
6006,10,0,0,66,430,0,16688,1
9123,0,0,0,0,109,0,11088,1
4941,0,0,0,0,140,0,11810,1
8733,0,0,0,0,129,0,10696,1
3909,0,0,0,0,329,0,10658,1
3674,17,0,0,0,135,0,10089,1
4264,41,0,0,0,12,0,13363,1
3330,0,0,0,0,127,0,8388,1
4728,0,0,0,0,5,0,11015,1
7020,0,0,0,0,232,0,16428,1
6021,0,0,0,0,184,0,13353,1
7599,0,0,0,5,238,0,14488,1
5760,0,0,0,0,148,0,11340,1
6956,3,0,0,2,211,0,15620,1
2841,0,0,0,0,150,0,6709,1
2939,33,0,0,1,275,0,8780,1
6792,0,0,0,0,0,0,15865,1
3951,1,0,0,1,119,0,10152,1
3384,0,0,0,0,178,0,4974,1
4140,10,0,0,0,97,0,12245,1
5241,0,0,0,0,35,0,10844,1
10632,0,0,0,0,206,0,12842,1
6078,0,0,0,0,187,0,10245,1
4320,0,0,0,0,72,0,9091,1
5211,0,0,0,0,516,0,12865,1
7923,0,0,0,0,281,0,11480,1
7499,0,0,0,0,327,0,14750,1
4740,1,0,0,0,178,0,4673,1
3051,0,0,0,0,4,0,9489,1
6453,0,0,0,15,227,0,12209,1
5061,0,0,0,0,178,0,9495,1
4719,12,0,0,0,299,0,10538,1
7801,3,0,0,9,267,0,17022,1
4617,0,0,0,7,346,4,13096,1
6568,6,0,0,8,133,0,12969,1
5343,0,0,0,1,284,0,14944,1
6591,0,0,0,3,334,0,16146,1
7581,0,0,0,0,168,0,14155,1
12810,0,0,0,0,195,0,16891,1
3963,33,0,1,0,21,0,12882,1
6570,1,0,0,3,230,0,15997,1
4524,0,0,0,24,198,0,13324,1
5358,0,0,0,0,222,0,11176,1
4763,0,0,0,1,184,0,10056,1
4876,1,0,0,0,465,0,15230,1
4805,0,0,0,27,154,0,12379,1
5866,3,0,0,0,148,0,10385,1
4284,1,0,0,0,141,0,12846,1
5532,4,0,0,12,52,0,12572,1
4828,5,0,0,23,246,0,12170,1
3609,0,0,0,0,0,0,10171,1
5139,1,0,0,64,152,0,14808,1
4011,23,0,0,0,198,5,13035,1
7580,0,0,0,2,218,2,13142,1
5703,2,0,0,13,318,0,11617,1
3677,3,0,0,0,171,1,8356,1
5619,18,0,0,0,158,0,11894,1
5037,0,0,0,0,162,0,10894,1
5365,0,0,0,1,155,2,12022,1
8145,0,0,0,0,153,0,15376,1
4631,0,0,0,9,58,1,10533,1
4069,14,0,0,0,54,1,11229,1
3696,0,0,0,0,218,0,9311,1
3984,0,0,0,0,142,0,10506,1
3764,34,0,0,0,208,0,14454,1
4479,0,0,0,0,189,0,10318,1
3105,0,0,0,22,150,0,9333,1
3969,0,0,0,12,188,1,14245,1
3332,0,0,0,57,116,2,11869,1
5676,0,0,0,0,168,0,12136,1
4248,0,0,0,15,352,0,11895,1
4518,0,0,0,0,187,0,11625,1
4008,6,0,0,1,42,0,10995,1
4902,0,0,0,0,0,0,8314,1
4404,0,0,0,0,218,0,12650,1
5661,0,0,0,10,124,0,14777,1
5358,0,0,0,46,103,0,15083,1
4479,0,0,0,1,183,0,12237,1
5211,0,0,0,0,172,0,13614,1
4203,0,0,0,0,0,0,8986,1
4395,0,0,0,4,88,3,13190,1
4440,0,0,0,2,245,0,9591,1
2511,0,0,0,0,0,0,5761,1
4554,0,0,0,0,140,0,11354,1
4527,0,0,0,0,0,0,10105,1
4092,6,0,0,0,336,0,12076,1
3906,0,0,0,0,635,0,10754,1
5861,3,0,0,3,394,3,13048,1
10686,0,0,0,0,210,0,14116,1
6135,0,0,0,0,440,0,14885,1
3747,0,0,0,0,336,1,9132,1
4354,0,0,0,38,546,7,10395,1
4397,7,0,0,116,255,0,9503,1
4731,0,0,0,0,550,0,12372,1
4656,0,0,0,0,589,0,11265,1
6690,0,0,0,0,0,0,10990,1
4482,0,0,0,2,338,0,12042,1
5139,8,0,0,0,137,0,10836,1
4689,0,0,0,0,192,0,11983,1
3642,0,0,0,0,372,0,10246,1
7341,0,0,0,0,425,0,15434,1
5135,1,0,0,22,318,5,15871,1
6630,0,0,0,0,123,0,16039,1
3435,0,0,0,29,612,0,10202,1
4461,16,0,0,0,203,0,10687,1
4200,0,0,0,0,403,0,11517,1
3681,0,0,0,0,0,0,9871,1
4194,0,0,0,0,499,0,10647,1
3419,0,0,0,36,449,0,12216,1
4084,1,0,0,3,248,0,11394,1
6999,0,0,0,0,244,0,13782,1
3678,1,0,0,0,376,0,10043,1
5577,0,0,0,0,1350,0,14515,1
5508,0,0,0,37,184,0,17906,1
4668,0,0,0,1,612,0,10059,1
6990,0,0,0,0,560,0,13532,1
5475,0,0,0,3,556,3,9603,1
4438,6,0,0,0,210,0,12528,1
6338,0,0,0,3,526,0,13261,1
4068,0,0,0,0,0,0,10537,1
3640,0,0,0,12,390,0,10563,1
5958,38,0,0,0,273,0,18371,1
5554,3,0,0,0,165,0,14433,1
5301,0,0,0,0,344,0,11537,1
5426,0,0,0,28,102,1,12513,1
4337,0,0,0,69,145,0,15169,1
4471,26,0,0,0,20,0,12755,1
4263,0,0,0,0,472,0,10251,1
3939,0,0,0,0,0,0,9577,1
5025,0,0,0,0,241,0,8649,1
5418,27,0,0,0,87,0,13780,1
5844,0,0,0,0,488,0,11486,1
5827,0,0,0,16,191,1,9950,1
4536,0,0,0,8,373,0,13969,1
4596,0,0,0,3,193,1,10157,1
4221,0,0,0,0,483,0,11416,1
4545,0,0,0,8,358,0,11581,1
4813,0,0,0,4,372,2,14121,1
5505,0,0,0,1,396,2,10588,1
5475,0,0,0,0,93,0,11722,1
2085,9,0,0,9,286,0,5355,1
3969,0,0,0,0,415,0,10992,1
6483,0,0,0,0,0,0,12013,1
3995,0,0,0,30,470,0,9285,1
4317,0,0,0,0,442,0,10473,1
4790,1,0,0,29,236,0,15108,1
3327,0,0,0,15,321,0,9526,1
5188,0,0,0,21,572,0,13069,1
5004,0,0,0,1,501,0,12147,1
4656,10,0,0,2,141,0,11095,1
4137,1,0,0,0,14,0,8728,1
3432,0,0,0,0,622,0,9027,1
2796,0,0,0,0,350,0,8081,1
4167,0,0,0,3,841,1,10736,1
3720,1,0,0,75,184,0,15704,1
5043,0,0,0,83,388,0,14641,1
5073,0,0,0,0,411,0,12604,1
3573,0,0,0,0,467,0,8840,1
3615,0,0,0,0,387,0,10948,1
4659,0,0,0,0,617,0,13628,1
10989,0,0,0,0,125,0,13391,1
3210,13,0,0,0,253,0,9404,1
8940,0,0,0,0,1153,1,13298,1
4254,3,0,0,4,24,10,9803,1
7707,0,0,0,0,190,0,14679,1
4425,0,0,0,0,458,0,11237,1
4560,0,0,0,0,285,0,12427,1
5091,0,0,0,0,376,0,12213,1
5413,1,0,0,1,318,0,14857,1
5168,0,0,0,19,360,0,13738,1
4234,0,0,0,38,390,1,11829,1
5067,8,0,0,0,961,0,14119,1
4617,0,0,0,0,0,0,11131,1
9525,0,0,0,0,443,0,14645,1
4833,2,0,0,1,737,0,12515,1
6200,0,0,0,16,549,0,14587,1
3675,0,0,0,0,69,0,12766,1
3801,1,0,0,37,325,0,10114,1
4529,0,0,0,14,452,0,13093,1
5011,0,0,0,2,492,0,10543,1
12028,0,0,0,1,240,16,15595,1
6148,0,0,0,77,112,0,17298,1
5643,0,0,0,0,136,0,9597,1
6050,46,0,0,0,163,0,12645,1
3408,0,0,0,0,275,0,8780,1
3483,5,0,0,1,217,0,11589,1
5811,0,0,0,0,180,0,13639,1
3702,0,0,0,0,0,0,10468,1
3948,0,0,0,0,170,0,8744,1
5967,5,0,0,0,142,0,11941,1
6087,37,0,0,0,92,0,12199,1
5391,0,0,0,0,178,0,11667,1
5748,0,0,0,0,156,0,12556,1
5000,0,0,0,14,162,0,12060,1
5250,0,0,0,0,329,0,12401,1
2736,3,0,0,0,256,0,8205,1
4844,0,0,0,33,52,6,13699,1
8358,0,0,0,0,78,0,13858,1
4107,1,0,0,5,239,0,12884,1
11307,0,0,0,0,272,0,18521,1
3659,1,0,0,6,136,1,10085,1
11175,0,0,0,3,139,0,17208,1
3244,42,0,0,0,61,0,10352,1
3971,22,0,0,0,65,0,12452,1
16158,0,0,0,0,96,0,15154,1
11658,0,0,0,0,169,0,14253,1
4014,0,0,0,0,0,0,9538,1
5525,0,0,0,53,140,0,16150,1
6594,0,0,0,0,0,0,9100,1
8757,0,0,0,0,284,0,9311,1
17043,0,0,0,0,111,0,14449,1
8224,1,0,0,8,77,1,12678,1
12894,0,0,0,0,135,0,19171,1
13083,2,0,0,0,4,0,17953,1
5892,0,0,0,14,115,0,9619,1
12390,0,0,0,0,119,0,14441,1
8133,1,0,0,0,191,0,19555,1
3589,2,0,0,0,220,0,11175,1
11627,0,0,0,0,121,0,13276,1
12735,0,0,0,0,26,0,17069,1
15364,0,0,0,0,0,1,15995,1
11208,0,0,0,0,391,0,17289,1
6474,0,0,0,36,119,0,17495,1
8295,1,0,0,0,146,0,13852,1
15969,0,0,0,0,175,0,23313,1
14450,0,0,0,0,233,0,18243,1
9569,1,0,0,0,10,0,9888,1
9447,0,0,0,0,270,0,17287,1
5064,0,0,0,0,0,0,12400,1
5316,0,0,0,20,95,0,13473,1
5376,0,0,0,0,109,0,9855,1
8775,0,0,0,14,114,0,17666,1
3636,0,0,0,45,88,0,8694,1
5679,1,0,0,0,124,0,11432,1
3358,0,0,0,26,263,1,6634,1
5091,0,0,0,0,185,0,12014,1
6781,17,0,0,0,58,0,12240,1
5310,0,0,0,0,139,0,12204,1
4905,0,0,0,10,116,0,12205,1
4254,0,0,0,0,0,0,10006,1
3467,2,0,0,26,113,0,10616,1
3131,13,0,0,0,32,2,9822,1
4375,5,0,0,0,204,0,12652,1
3645,0,0,0,15,92,0,9818,1
4019,34,0,0,0,98,0,10835,1
3858,0,0,0,0,0,0,9286,1
6410,0,0,0,5,107,0,13216,1
4950,0,0,0,0,187,0,12552,1
8118,3,0,0,0,145,0,14028,1
2904,0,0,0,0,346,0,10920,1
2541,0,0,0,0,0,0,8659,1
5985,0,0,0,0,164,0,12701,1
4938,0,0,0,0,176,0,9938,1
5566,14,0,0,0,59,0,14897,1
5625,24,0,0,0,271,0,12960,1
6696,0,0,0,32,128,0,15936,1
5415,0,0,0,0,0,0,13435,1
7356,0,0,0,3,152,0,14966,1
8241,0,0,0,0,280,0,11499,1
2913,0,1,0,2,71,0,6278,1
6282,0,0,0,0,219,0,11587,1
3936,3,4,0,0,422,0,9205,1
4311,0,1,0,2,36,1,5169,1
8775,0,0,0,0,236,0,13754,1
2535,16,0,0,0,192,4,6053,1
9679,3,0,0,0,235,1,15148,1
5448,0,0,0,29,121,0,11674,1
9390,0,0,0,3,148,0,15471,1
6940,0,0,0,0,197,0,16543,1
11073,0,0,0,0,280,0,14709,1
5520,0,0,0,0,53,0,11717,1
7491,0,0,0,0,0,0,14857,1
3575,8,2,0,0,301,1,8615,1
4989,1,0,0,51,80,0,12967,1
5844,0,0,0,46,122,0,16282,1
4131,0,0,0,0,195,0,8500,1
6468,0,0,0,0,0,0,12844,1
5523,60,0,0,0,106,0,17076,1
4474,17,0,0,0,50,0,11207,1
5452,6,0,0,29,364,0,15609,1
6066,1,0,0,0,185,0,13903,1
5223,0,0,0,0,0,0,7657,1
4546,14,0,0,15,65,0,11090,1
5571,0,0,0,0,0,0,9415,1
4713,88,0,0,5,178,3,15495,1
11598,0,0,0,0,155,0,12860,1
4662,0,0,0,78,86,0,14459,1
5162,34,0,0,0,98,0,15026,1
11769,0,0,0,0,150,0,15556,1
4497,0,0,0,0,72,0,6331,1
4611,4,0,0,0,330,2,10783,1
6350,0,2,0,1,18,2,9321,1
6440,2,0,0,10,135,2,10275,1
5132,11,0,0,0,105,0,14880,1
4681,5,0,0,14,247,0,12733,1
5262,0,0,0,0,38,0,12680,1
5084,24,0,0,0,84,0,14129,1
6187,45,0,0,2,110,0,16892,1
4241,37,0,0,1,83,0,12130,1
6369,0,0,0,0,0,0,11311,1
5379,0,0,0,0,188,0,8033,1
5152,0,0,0,67,87,1,13045,1
5058,0,0,0,35,130,0,13681,1
6484,6,0,0,4,70,0,18076,1
10785,0,0,0,0,109,0,16980,1
6125,3,0,0,106,318,0,14038,1
3690,0,0,0,0,297,0,11245,1
10240,0,0,0,3,140,1,18504,1
6742,1,1,0,7,64,0,12815,1
9921,0,0,0,0,139,0,15531,1
6842,1,0,0,4,35,3,14104,1
8325,0,0,0,0,186,0,15124,1
8094,6,1,0,19,120,0,17135,1
8536,3,1,0,1,370,3,15006,1
3879,0,0,0,18,168,0,13117,1
6835,0,1,0,6,1002,6,14390,1
5265,0,0,0,0,219,0,14074,1
2805,29,0,1,0,107,0,9938,1
6439,4,0,0,8,183,0,15270,1
6156,7,0,0,0,31,0,19262,1
4124,22,0,0,2,107,0,14232,1
4998,17,0,0,32,76,0,14597,1
7437,0,0,0,0,0,0,14005,1
8909,30,0,0,2,134,0,16951,1
9622,4,0,0,23,108,0,18660,1
3696,27,0,9,84,70,0,13404,1
6641,3,0,0,12,58,0,13369,1
7344,0,0,0,74,86,0,15570,1
3447,0,0,0,40,144,0,8337,1
7684,2,1,0,0,0,1,13328,1
8448,0,0,0,0,232,0,16422,1
13415,0,0,0,0,247,1,18774,1
8410,0,0,0,3,127,3,14249,1
9160,0,0,0,0,425,0,11695,1
5243,5,0,0,61,127,3,13465,1
6043,3,0,0,1,488,0,15633,1
5057,1,0,0,1,265,1,11947,1
6690,21,0,0,5,283,0,16681,1
9013,6,0,0,0,138,0,15168,1
3759,0,0,0,39,142,0,10665,1
4709,8,2,0,11,370,5,11795,1
16974,0,0,0,0,307,0,19389,1
13410,0,0,0,0,144,0,17986,1
12831,0,0,0,2,243,1,18526,1
8831,1,0,0,3,220,0,18357,1
6588,0,0,0,0,0,0,11482,1
5564,9,0,0,1,50,2,9360,1
5112,13,0,0,0,207,0,13980,1
5906,6,0,0,0,84,0,12908,1
6444,0,0,0,90,80,0,14828,1
4641,0,0,0,0,2,0,12647,1
7684,0,1,0,7,199,1,15344,1
8562,0,0,0,0,156,0,11983,1
9699,0,0,0,0,2,0,13049,1
7956,0,0,0,0,0,2,14843,1
5150,12,0,0,0,29,0,15381,1
4979,0,0,0,27,179,0,14136,1
6982,3,0,0,22,102,0,18953,1
5820,1,0,0,1,484,2,13472,1
4576,1,0,0,43,159,0,14107,1
5038,1,0,0,13,147,0,12835,1
8238,0,0,0,0,157,0,18720,1
5698,4,0,0,1,10,1,9020,1
5846,25,0,0,0,52,0,13707,1
4325,5,0,0,0,12,3,7974,1
3890,3,1,0,1,224,2,7433,1
3977,1,3,1,0,313,0,9965,1
2994,0,0,0,0,107,0,9089,1
3826,28,0,0,12,180,0,11330,1
6644,0,0,0,0,218,3,9954,1
8041,0,0,0,4,123,1,14161,1
4117,0,0,0,93,79,0,12983,1
4965,0,0,0,0,0,0,9313,1
6603,24,0,0,0,87,0,14302,1
8004,0,0,0,0,0,0,11680,1
3939,0,2,0,0,0,4,10687,1
4710,0,0,0,48,134,0,14393,1
11103,0,0,0,0,344,0,17033,1
5432,0,0,0,15,101,0,11352,1
4860,0,0,0,0,259,2,9520,1
6014,1,0,0,19,31,0,13247,1
4664,0,0,0,96,132,0,14420,1
4231,14,0,0,5,106,0,15274,1
3735,0,0,0,0,0,0,10363,1
4056,32,0,0,0,26,0,9729,1
8808,0,0,0,0,0,3,16564,1
4599,48,0,0,6,125,0,11897,1
6619,0,0,0,166,114,0,15431,1
7764,0,0,0,2,160,0,14368,1
4202,7,0,2,60,92,0,13725,1
5206,3,0,0,6,463,0,11234,1
3942,0,0,0,0,0,0,12949,1
9112,2,0,0,2,20,0,12543,1
8681,1,0,0,0,371,0,15797,1
3069,0,0,0,0,276,0,8845,1
9917,0,0,0,6,358,0,18409,1
6279,6,0,0,2,162,0,15011,1
4955,0,0,0,116,357,0,15588,1
4873,13,0,0,8,62,0,15208,1
4749,27,0,0,0,117,0,11599,1
7188,0,0,0,0,386,0,17168,1
7083,0,0,0,0,178,0,14643,1
3699,1,0,0,4,112,0,6148,1
4966,42,2,0,41,115,67,12447,1
9184,0,1,0,6,252,1,15715,1
5883,0,0,0,0,368,0,11294,1
5586,6,0,0,0,66,0,11950,1
4097,4,2,0,85,171,3,13318,1
16632,0,0,0,0,0,0,18880,1
6872,4,0,0,48,373,0,15495,1
3840,0,0,0,0,0,5,12647,1
4941,0,0,0,32,99,0,14240,1
4203,0,0,0,78,119,0,13253,1
7560,0,0,0,17,216,0,16856,1
10108,4,0,0,2,45,1,16520,1
4375,6,0,0,2,122,0,12386,1
4990,15,0,0,3,85,0,12596,1
3548,27,0,0,0,68,0,8820,1
9831,0,0,0,0,189,0,16858,1
5505,0,0,0,1,204,0,10422,1
5656,0,0,0,76,77,0,15597,1
9583,6,0,0,0,157,0,16934,1
5378,6,0,0,0,231,0,14795,1
4995,0,3,0,88,495,1,14138,1
10704,0,0,0,0,81,2,18011,1
6438,4,0,0,19,146,0,14853,1
9498,0,0,0,0,0,0,13294,1
7618,0,1,0,20,430,2,12411,1
2967,0,0,0,0,0,0,8569,1
3821,0,0,0,75,90,0,15326,1
5209,18,0,0,3,48,1,14042,1
4664,0,0,0,96,72,0,12440,1
