Bins0,Bins1,Bins2,Bins3,Bins4,Bins5,Bins6,Bins7,Class
2682,0,0,0,0,0,0,9826,0
3924,0,0,0,0,0,0,11026,0
2205,0,0,0,0,0,0,8605,0
3438,0,0,0,0,0,0,13453,0
4284,0,0,0,0,0,0,16672,0
5493,0,0,0,0,0,0,13741,0
5724,0,0,0,0,0,0,16099,0
3615,0,0,0,0,0,0,11761,0
5472,0,0,0,0,0,0,8626,0
6048,0,0,0,0,0,0,13192,0
3690,0,0,0,0,0,0,11677,0
2826,0,0,0,0,0,0,9682,0
2439,0,0,0,0,0,0,9406,0
3717,0,0,0,0,0,0,12013,0
4194,0,0,0,0,0,0,13096,0
4323,0,0,0,0,0,0,12187,0
3555,0,0,0,0,0,0,13336,0
3941,2,0,0,0,220,0,11204,0
3663,0,0,0,0,0,0,12067,0
4257,0,0,0,0,0,0,12253,0
3177,0,0,0,0,0,0,11455,0
5055,0,0,0,0,0,0,12979,0
3465,0,0,0,0,0,0,13399,0
2763,0,0,0,0,0,0,11161,0
3111,0,0,0,0,0,0,11113,0
4095,0,0,0,0,0,0,12580,0
2871,0,0,0,0,0,0,11389,0
2988,0,0,0,0,0,0,10228,0
3273,0,0,0,0,0,0,10642,0
3087,0,0,0,0,0,0,11917,0
3852,0,0,0,0,0,0,13693,0
3987,0,0,0,0,0,0,10654,0
7233,0,0,0,0,0,0,13063,0
4446,0,0,0,0,0,0,14839,0
3798,0,0,0,0,0,0,13492,0
2493,0,0,0,0,0,0,8116,0
3102,0,0,0,0,0,0,10114,0
3384,0,0,0,0,0,0,11992,0
3825,0,0,0,0,0,0,12499,0
3078,0,0,0,0,0,0,10111,0
3762,0,0,0,0,0,0,11932,0
8235,0,0,0,0,0,0,15835,0
4038,0,0,0,0,0,0,10594,0
5115,0,0,0,0,0,0,14515,0
5643,0,0,0,0,0,0,11722,0
3264,0,0,0,0,0,0,10960,0
3480,0,0,0,0,0,0,12160,0
3717,0,0,0,0,0,0,10543,0
4578,0,0,0,0,0,0,7267,0
5388,0,0,0,0,0,0,12292,0
3474,0,0,0,0,0,0,11158,0
3114,0,0,0,0,0,0,10075,0
4158,0,0,0,0,0,0,12334,0
2808,0,0,0,4,406,0,8582,0
4584,0,0,0,0,0,0,11164,0
3663,0,0,0,0,6,0,11698,0
3645,0,0,0,0,0,0,10987,0
2889,0,0,0,0,0,0,10627,0
2940,0,0,0,0,0,0,9604,0
3435,0,0,0,0,0,0,9790,0
3699,0,0,0,0,0,0,11305,0
3039,0,0,0,0,0,0,9823,0
3852,0,0,0,0,0,0,11488,0
3465,0,0,0,0,0,0,11095,0
4086,0,0,0,0,0,0,10519,0
7620,0,0,0,0,0,0,17482,0
3123,0,0,0,0,0,0,12244,0
5397,0,0,0,0,0,0,8155,0
4860,0,0,0,0,0,0,12322,0
8700,0,0,0,0,0,0,12880,0
3669,0,0,0,0,0,0,11698,0
3393,0,0,0,0,0,0,12355,0
4245,0,0,0,0,0,0,13045,0
7062,0,0,0,0,0,0,13954,0
2709,0,0,0,0,0,0,8791,0
3711,0,0,0,0,0,0,12799,0
8445,0,0,0,0,0,0,15190,0
1530,0,0,0,0,0,0,6478,0
2931,0,0,0,0,0,0,10639,0
3201,0,0,0,0,0,0,8335,0
2997,0,0,0,0,0,0,11227,0
2808,0,0,0,0,0,0,11470,0
3210,0,0,0,0,0,0,10006,0
3078,0,0,0,0,0,0,11200,0
3393,0,0,0,0,0,0,12337,0
2538,0,0,0,0,0,0,11014,0
4092,0,0,0,0,0,0,11275,0
4362,0,0,0,0,0,0,12820,0
5706,0,0,0,0,0,0,11530,0
3582,0,0,0,0,0,0,7618,0
4095,0,0,0,0,0,0,13975,0
4722,0,0,0,0,0,0,14455,0
4253,0,0,0,6,3,0,13028,0
4263,0,0,0,0,0,0,13009,0
3867,0,0,0,0,0,0,12625,0
4848,0,0,0,0,0,0,12424,0
3102,0,0,0,0,0,0,10822,0
3204,0,0,0,0,0,0,8032,0
4113,0,0,0,0,0,0,12016,0
5154,0,0,0,0,0,0,12499,0
2601,0,0,0,0,0,0,8317,0
2403,0,0,0,0,0,0,9151,0
2313,0,0,0,0,0,0,9568,0
4581,0,0,0,0,0,0,11821,0
3525,0,0,0,0,0,0,12481,0
2667,0,0,0,0,0,0,8707,0
1926,0,0,0,0,0,0,6574,0
3480,0,0,0,0,0,0,10003,0
3771,0,0,0,0,0,0,11923,0
2952,0,0,0,0,0,0,11545,0
3843,0,0,0,0,0,0,11161,0
3993,0,0,0,0,0,0,10993,0
5829,0,0,0,0,0,0,11716,0
3357,0,0,0,0,0,0,10867,0
3660,0,0,0,0,0,0,11707,0
3084,0,0,0,0,0,0,8152,0
2844,0,0,0,0,0,0,9364,0
3360,0,0,0,0,0,0,8086,0
12450,0,0,0,0,0,0,15025,0
6045,0,0,0,0,0,0,11773,0
3516,0,0,0,0,0,0,12613,0
4923,0,0,0,0,0,0,12730,0
6303,0,0,0,0,0,0,13852,0
5460,0,0,0,0,0,0,10996,0
6158,0,0,0,0,0,0,11114,0
5160,0,0,0,0,0,0,11332,0
14097,0,0,0,0,0,0,19678,0
17604,0,0,0,0,0,0,19720,0
10899,0,0,0,0,0,0,12493,0
4281,0,0,0,0,0,0,13399,0
5025,0,0,0,0,0,0,13045,0
4929,0,0,0,0,0,0,13531,0
6375,0,0,0,0,0,0,18193,0
3762,0,0,0,0,0,0,11986,0
4080,0,0,0,0,0,0,12250,0
4263,0,0,0,0,0,0,9652,0
3531,0,0,0,0,0,0,10357,0
4725,0,0,0,0,0,0,10645,0
3141,0,0,0,0,0,0,10429,0
4095,0,0,0,0,0,0,13594,0
3618,0,0,0,0,0,0,10660,0
2232,0,0,0,0,0,0,8668,0
2403,0,0,0,0,0,0,8515,0
3408,0,0,0,0,0,0,12286,0
3105,0,0,0,0,0,0,10903,0
2448,0,0,0,0,0,0,8779,0
2907,0,0,0,0,0,0,11653,0
3426,0,0,0,0,0,0,11950,0
3258,0,0,0,0,0,0,11002,0
3429,0,0,0,0,0,0,13807,0
4590,0,0,0,0,0,0,9970,0
5469,0,0,0,0,0,0,11767,0
4290,0,0,0,0,0,0,14125,0
2592,0,0,0,0,0,0,7981,0
4968,0,0,0,0,0,0,13384,0
3969,0,0,0,0,0,0,14518,0
2613,0,0,0,0,0,0,7687,0
2655,0,0,0,0,0,0,9880,0
2556,0,0,0,0,0,0,10834,0
2412,0,0,0,0,0,0,9778,0
3555,0,0,0,0,0,0,11341,0
3564,0,0,0,0,0,0,11068,0
3285,0,0,0,0,0,0,11701,0
2817,0,0,0,0,0,0,11107,0
3264,0,0,0,0,0,0,10906,0
6987,0,0,0,0,0,0,17191,0
3114,0,0,0,0,0,0,13006,0
3675,0,0,0,0,0,0,11665,0
6648,0,0,0,0,0,0,13672,0
2727,0,0,0,0,0,0,9103,0
3726,0,0,0,0,0,0,11260,0
3339,0,0,0,0,0,0,11611,0
3546,0,0,0,0,0,0,11014,0
3978,0,0,0,0,0,0,11770,0
7263,0,0,0,0,0,0,21427,0
3975,0,0,0,0,0,0,13570,0
6537,0,0,0,0,0,0,12784,0
3990,0,0,0,0,0,0,9925,0
7230,0,0,0,0,0,0,14938,0
9435,0,0,0,0,0,0,14890,0
4698,0,0,0,0,0,0,12193,0
5124,0,0,0,0,0,0,9436,0
3462,0,0,0,0,0,0,10108,0
3084,0,0,0,0,0,0,8797,0
2730,0,0,0,0,0,0,7798,0
7656,0,0,0,0,0,0,10870,0
2985,0,0,0,0,0,0,7015,0
10905,0,0,0,0,0,0,13003,0
4734,0,0,0,0,0,0,13681,0
3129,0,0,0,0,0,0,7789,0
7863,0,0,0,0,0,0,17593,0
5127,0,0,0,0,0,0,12943,0
5205,0,0,0,0,0,0,12484,0
4092,0,0,0,0,0,0,9751,0
2994,0,0,0,0,0,0,6652,0
2034,0,0,0,0,0,0,7375,0
2277,0,0,0,0,0,0,5713,0
2916,0,0,0,0,0,0,5038,0
2892,0,0,0,0,0,0,7390,0
5319,0,0,0,0,0,0,13777,0
3822,0,0,0,0,0,0,11164,0
3123,0,0,0,0,0,0,9412,0
4545,0,0,0,0,0,0,12745,0
3798,0,0,0,0,0,0,10834,0
3081,0,0,0,0,0,0,8473,0
2748,0,0,0,0,0,0,6079,0
3498,0,0,0,0,0,0,9691,0
5124,0,0,0,0,0,0,15004,0
7761,0,0,0,0,0,0,14317,0
6252,0,0,0,0,0,0,14737,0
6606,0,0,0,0,0,0,15562,0
6213,0,0,0,0,0,0,7957,0
10617,0,0,0,0,0,0,18397,0
6617,10,0,0,0,4,0,17937,0
4377,0,0,0,0,0,0,12913,0
8914,0,0,0,2,582,3,13699,0
5739,0,0,0,0,0,0,15613,0
6237,0,0,0,0,0,0,15664,0
7209,0,0,0,0,0,0,17803,0
4245,0,0,0,0,0,0,11995,0
4626,0,0,0,0,0,0,14278,0
3252,0,0,0,0,0,0,11008,0
3129,0,0,0,0,0,0,8743,0
3198,0,0,0,0,0,0,9946,0
3978,0,0,0,0,0,0,11752,0
5799,0,0,0,0,0,0,10777,0
7053,0,0,0,0,0,0,11299,0
3339,0,0,0,0,0,0,8533,0
3159,0,0,0,0,0,0,10393,0
4851,0,0,0,0,3,0,13054,0
2256,8,0,0,0,4,0,7432,0
6759,0,0,0,0,0,0,17401,0
3690,0,0,0,0,0,0,9190,0
5256,0,0,0,0,0,0,14056,0
3552,0,0,0,0,0,0,10372,0
4344,0,0,0,0,0,0,12166,0
5010,0,0,0,0,0,0,17338,0
4476,0,0,0,0,0,0,12814,0
4134,0,0,0,0,0,0,11914,0
4557,0,0,0,0,0,0,9703,0
6750,0,0,0,0,0,0,13405,0
3975,0,0,0,0,0,0,11320,0
5709,0,0,0,0,0,0,13651,0
3909,0,0,0,0,0,0,12847,0
4263,0,0,0,0,0,0,12193,0
4356,0,0,0,0,0,0,12154,0
4662,0,0,0,0,0,0,14650,0
3732,0,0,0,0,0,0,12016,0
4320,0,0,0,0,0,0,13288,0
4731,0,0,0,0,0,0,12133,0
6261,0,0,0,0,0,0,16315,0
5373,0,0,0,0,0,0,13867,0
4791,0,0,0,0,0,0,12889,0
7596,0,0,0,0,0,0,12994,0
3867,0,0,0,0,0,0,12037,0
4533,0,0,0,0,0,0,12358,0
4317,0,0,0,0,0,0,13363,0
4569,0,0,0,0,0,0,13501,0
4377,0,0,0,0,0,0,10999,0
4968,0,0,0,0,0,0,13102,0
4128,0,0,0,0,0,0,9061,0
6564,0,0,0,0,0,0,15406,0
4053,0,0,0,0,0,0,13555,0
4728,0,0,0,0,0,0,14158,0
7894,84,0,0,0,375,0,9735,1
6156,0,0,0,0,265,0,16371,1
3054,0,0,0,0,0,0,10870,1
4920,0,0,0,0,0,0,9004,1
5181,0,0,0,0,178,0,13953,1
4428,0,0,0,0,219,0,12643,1
4463,4,0,0,15,221,0,11390,1
4229,43,0,3,1,36,0,11382,1
2553,49,0,0,0,75,0,9195,1
4444,11,0,0,15,74,0,11186,1
4259,2,0,0,9,103,0,9179,1
2938,0,0,0,69,297,0,6816,1
6505,15,0,0,0,161,0,14671,1
3186,0,0,0,0,0,0,8968,1
6876,0,0,0,0,153,0,14251,1
4968,0,0,0,0,0,0,11488,1
5958,0,0,0,0,0,0,14632,1
5532,0,0,0,0,0,1,10959,1
4506,0,0,0,0,59,0,10040,1
3832,0,0,0,2,127,0,12024,1
4395,0,0,0,0,103,0,12792,1
5733,0,0,0,0,125,0,15584,1
5253,0,0,0,0,42,0,12775,1
5550,0,0,0,0,229,0,11241,1
4275,17,0,0,0,14,0,10680,1
3654,0,0,0,0,140,0,9068,1
5976,0,0,0,0,99,0,9292,1
5991,0,0,0,0,0,0,12079,1
5343,0,0,0,0,66,0,14275,1
7761,0,0,0,0,104,0,15371,1
1593,0,0,0,0,0,0,1423,1
3702,0,0,0,0,111,0,3487,1
8766,0,0,0,0,115,0,17607,1
6033,0,0,0,0,675,0,14644,1
4743,0,0,0,22,218,0,10585,1
3252,0,0,0,1,164,0,11953,1
2922,0,0,0,0,188,0,8690,1
3852,0,0,0,0,93,0,9943,1
5367,0,0,0,0,133,0,10593,1
4171,1,0,0,5,210,0,13884,1
6432,0,0,0,0,121,0,10236,1
3510,0,0,0,1,133,17,7839,1
5694,0,0,0,6,77,0,9701,1
5619,0,0,0,0,70,0,11583,1
3414,1,0,0,0,121,0,8927,1
4863,1,0,0,0,75,0,7569,1
3858,6,0,0,0,10,0,10350,1
4156,0,1,0,26,138,7,9371,1
5550,0,0,0,44,95,0,15501,1
9825,0,0,0,0,89,0,12380,1
4101,0,0,0,77,79,0,11491,1
3546,0,0,0,8,172,0,12403,1
4413,0,0,0,0,197,0,10286,1
5016,0,0,0,0,166,0,10680,1
2955,0,0,0,49,154,0,10766,1
3969,0,0,0,94,86,0,11581,1
4312,0,0,0,15,337,0,13751,1
4580,2,1,0,0,106,0,11767,1
6018,0,0,0,0,410,0,14561,1
4944,0,0,0,10,146,0,12589,1
22491,0,0,0,0,91,0,15138,1
3389,1,0,0,1,152,0,12097,1
3585,0,0,0,0,362,0,11801,1
3819,0,0,0,0,163,0,11313,1
2502,0,0,0,58,58,0,7955,1
2539,0,0,0,69,37,0,10571,1
2818,0,0,0,14,98,0,8624,1
4613,0,0,0,67,41,0,12143,1
3788,8,0,0,72,225,0,11637,1
5433,0,0,0,52,67,0,12128,1
3900,0,0,0,4,151,0,16109,1
4344,0,0,0,0,138,0,10894,1
5766,0,0,0,35,44,0,15615,1
5892,0,0,0,0,0,0,14194,1
3756,0,0,0,0,0,0,9325,1
4170,0,0,0,29,115,0,12016,1
6723,0,0,0,60,42,0,15343,1
4665,0,0,0,10,76,0,11741,1
3727,0,0,0,77,78,0,12982,1
1530,0,0,0,0,0,0,5332,1
3408,0,0,0,0,0,0,10372,1
4213,0,0,0,35,99,0,12517,1
5115,0,0,0,3,125,0,12929,1
4368,0,0,0,73,58,0,10868,1
5409,0,0,0,0,97,0,12909,1
4051,1,0,0,24,91,0,12589,1
9804,0,0,0,0,201,0,18331,1
7479,14,0,0,0,63,0,15590,1
4128,9,0,0,2,63,0,11927,1
8559,0,0,0,0,99,3,9409,1
4527,0,0,0,0,0,0,10105,1
5308,6,0,0,14,64,0,14772,1
5095,2,0,0,4,138,0,12831,1
7437,0,0,0,0,0,0,11659,1
8934,0,0,0,0,0,0,8974,1
7272,0,0,0,0,153,0,14479,1
6264,0,0,0,2,356,0,12690,1
5349,1,0,0,34,48,0,14156,1
8260,0,0,0,32,71,0,15557,1
5326,0,0,0,1,78,0,13055,1
5840,0,0,0,33,37,0,18730,1
4254,0,0,0,0,0,0,10006,1
7776,86,0,0,0,157,0,12970,1
7053,0,0,0,0,0,0,15739,1
6141,13,0,0,0,20,0,13981,1
6848,0,0,0,35,46,0,17813,1
5389,1,0,0,46,78,0,15928,1
9228,0,0,0,0,4,0,10932,1
6115,0,0,0,57,55,0,15215,1
6195,0,0,0,106,127,0,16373,1
7496,8,1,0,2,311,2,10160,1
5024,1,0,0,27,158,0,14474,1
5538,0,0,0,0,256,0,12186,1
3069,0,0,0,0,276,0,8845,1
9255,0,0,0,17,126,0,16595,1
2085,0,0,0,0,0,0,5296,1
8322,0,0,0,78,52,0,17112,1
12705,0,0,0,0,23,0,10979,1
5274,0,0,0,0,0,0,11590,1
2295,0,0,0,0,0,0,3937,1
5046,0,0,0,0,0,0,9940,1
3327,0,0,0,0,0,0,7591,1
2514,0,0,0,0,0,0,8095,1
4458,0,0,0,0,159,0,9298,1
5619,0,0,0,0,174,0,12295,1
2097,0,0,0,0,0,0,5803,1
7041,0,0,0,0,0,0,12271,1
10005,0,0,0,0,68,0,11465,1
6909,0,0,0,4,194,0,13882,1
4692,0,0,0,49,68,0,13171,1
8055,1,0,0,2,239,0,16271,1
5186,0,0,0,4,275,0,8543,1
5018,3,0,0,0,134,0,12135,1
4803,0,0,0,0,62,0,5873,1
5928,0,0,0,0,208,0,10374,1
4245,0,0,0,0,0,0,8290,1
7239,0,0,0,0,245,0,11240,1
4509,3,0,0,3,177,0,11800,1
3535,0,0,0,177,114,0,13038,1
4404,0,0,0,0,151,0,11139,1
3288,0,0,0,198,2409,5,6962,1
3923,14,0,0,118,520,1,11934,1
5980,28,0,0,1,279,7,14895,1
5178,0,0,0,17,115,0,14320,1
4350,11,0,0,0,567,0,13559,1
8895,0,0,0,2,172,0,15436,1
4617,0,0,0,0,198,0,8737,1
4968,1,0,0,101,269,0,13148,1
14154,0,0,0,0,111,0,13771,1
5778,51,0,0,0,435,0,13366,1
6193,19,0,0,0,84,0,15527,1
4958,22,0,0,0,27,0,11503,1
4153,12,0,0,5,146,0,12866,1
6495,2,0,0,0,43,0,11068,1
5652,2,0,0,0,211,0,11407,1
5031,2,1,0,5,300,2,11550,1
6615,0,0,0,16,158,0,13801,1
3264,0,0,0,31,278,15,10336,1
3882,1,0,0,0,460,0,9917,1
3884,1,0,0,37,241,0,11531,1
7386,0,0,0,0,248,0,8822,1
4904,15,0,0,23,347,0,13888,1
3720,3,7,0,0,680,16,7893,1
4245,1,0,0,30,375,0,13029,1
4109,60,0,0,4,336,0,13978,1
3546,2,0,0,0,529,0,11653,1
5473,8,0,0,46,467,0,14542,1
3713,18,5,0,0,145,19,10417,1
3420,0,0,0,0,128,0,11456,1
4223,69,0,0,0,240,0,12359,1
4422,0,0,0,21,1021,4,9137,1
5373,22,0,0,2,416,0,11297,1
4026,50,0,0,50,267,0,13287,1
8694,0,0,0,0,162,0,13492,1
